funder,year,region,county,nonprofit,amount,city,type,category
El Pomar Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Local Foods Coalition,5000,Alamosa,Program,Human Services,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,Adams State University Foundation,10000,Alamosa,Program,Education,9/29/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.",7500,Alamosa,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"La Puente Home, Inc.",5000,Alamosa,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,Adams State University Foundation,5000,Alamosa,Program,Education,8/20/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,Alamosa Fire Department,4990,Alamosa,Capital,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,7935.09,Alamosa,Program,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Tu Casa, Inc.",25000,Alamosa,Capital,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,Adams State University Foundation,45000,Alamosa,Program,Education,5/8/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,5000,Alamosa,Program,Education,2/27/13
El Pomar Foundation,2013,San Luis Valley,Costilla,Costilla County Fire Protection District,6000,Fort Garland,Capital,Human Services,
El Pomar Foundation,2013,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.",2500,Del Norte,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Monte Vista Community Fund,2500,Monte Vista,Program,Education,12/17/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Rio Grande County,16263,Del Norte,Program,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Rio Grande Family Development Center & Family Services,20000,Del Norte,Program,Education,8/20/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust ,25000,Monte Vista,General Operating,Civic and Community,8/20/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,The Del Norte Fire Protection District - Del Norte VFD,400,Del Norte,Capital,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Upper Rio Grande Animal Society (URGAS),10000,Monte Vista,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,San Luis Valley,Saguache,Rio Grande Watershed Conservation & Education Initiative,2500,Center,Program,Civic and Community,2/27/13
Gates Family Foundation,2013,San Luis Valley,Alamosa,"Tu Casa, Inc.",35000,Alamosa,Remodeling,"Well-being of Children, Youth & Families",12/12/12
Helen K. and Arthur E. Johnson Foundation,2013,San Luis Valley,Alamosa,Boys And Girls Clubs Of The San Luis Valley Inc,35000,Alamosa,General Operating,Youth Development,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,San Luis Valley,Alamosa,La Puente Home Incorporated,25000,Alamosa,General Operating,Comprehensive Assistance,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,San Luis Valley,Alamosa,Tu Casa Incorporated,10000,Alamosa,General Operating,Domestic Violence,12/6/13
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Children's Garden Early Learning Center,30000,Alamosa,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Early Childhood Council of the San Luis Valley,70000,Alamosa,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Gingerbread House Early Learning Center,15000,Alamosa,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,La Llave Family Resource Center,25000,Alamosa,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Sargent Early Learning Center,15000,Monte Vista,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Sargent Early Learning Center,17000,Monte Vista,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Valley-Wide Health Systems,12000,Alamosa,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Conejos,Little Treasures Preschool,25000,La Jara,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Mineral,Creede Early Learning Center,5000,Creede,Program,Early Childhood,
The Colorado Trust,2013,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,11158,Alamosa,Program,Convening for Colorado,2/22/13
The Colorado Trust,2013,San Luis Valley,Alamosa,Lutheran Hospital Association of the San Luis Valley,1000,Alamosa,Program,Health Equity Learning Series,5/22/13
The Colorado Trust,2013,San Luis Valley,Rio Grande,"High Valley Community Center, Inc",11970,Del Norte,Program,Convening for Colorado,1/16/13
Anschutz Family Foundation,2014,San Luis Valley,Saguache,"Crestone Performances, Inc.",5000,Crestone,General Operating,"Civic, Community, and Technical Assistance",4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Saguache,ScSEED,3490,Villa Grove,General Operating,"Civic, Community, and Technical Assistance",11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Rio Grande,High Valley Community Center,5000,Del Norte,General Operating,Families,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,San Luis Valley,Rio Grande,High Valley Community Center,10000,Del Norte,Program Support,Youth,11/24/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Mineral,"Creede Repertory Theatre, Inc.",7500,Creede,General Operating,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Conejos,Little Treasures Preschool,7500,La Jara,General Operating,Early Childhood,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.",10000,Alamosa,General Operating,Youth Development,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Alamosa,Energy Resource Center,10000,Alamosa,General Operating,Low Income Housing,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Alamosa,"La Puente Home, Inc.",10000,Alamosa,General Operating,Food/Shelter/Homeless,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,10000,Alamosa,General Operating,Families,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,San Luis Valley,Alamosa,"Tu Casa, Inc.",10000,Alamosa,General Operating,Crisis Intervention,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,San Luis Valley,Alamosa,"Tu Casa, Inc.",10000,Alamosa,General Operating,Indigent,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,San Luis Valley,Alamosa,Boys & Girls Club of the San Luis Valley,20000,Alamosa,General Operating,Youth,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,San Luis Valley,Alamosa,La Puente Home,30000,Alamosa,General Operating,Indigent,11/24/14,,,,,,,,,,
Boettcher Foundation,2014,San Luis Valley,Alamosa,The San Luis Valley Museum,5000,Alamosa,Program,Arts & Culture,7/1/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Saguache ,"Crestone Performances, Inc.",2500,Crestone,General Operating,Arts and Culture,5/7/14,,,,,,,,,,
Adolph Coors Foundation,2014,San Luis Valley,Saguache,Saguache Works,25000,Saguache,Capital,,7/31/14,,,,,,,,,,
Gates Family Foundation,2014,San Luis Valley,Saguache,Saguache Works,55000,Saguache,Capital,Rural Communities,1/31/2014,,,,,,,,,,
Gates Family Foundation,2014,San Luis Valley,Saguache,Town of Moffat,20000,Moffat,Capital,"Well-being of Children, Youth & Families",6/30/2014,,,,,,,,,,
The Colorado Health Foundation,2014,San Luis Valley,Saguache,Center Consolidated School District 26jt,151460.98,Center,Program,Health,2/26/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Rio Grande ,"High Valley Community Center, Inc.",5000,Del Norte,Program,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Rio Grande ,"High Valley Community Center, Inc.",2500,Del Norte,General Operating,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Rio Grande ,Monte Vista Community Fund,2500,Monte Vista,Program,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Rio Grande ,Rio Grande Child Development Center & Family Services,5000,Del Norte,Program,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Rio Grande ,Rio Grande County Library District,5000,Monte Vista,General Operating,Education,9/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.",10000,Del Norte,General Operating,,7/31/14,,,,,,,,,,
Daniels Fund,2014,San Luis Valley,Rio Grande,Monte Vista Education Foundation,157500,Monte Vista,Capital,Amateur Sports,,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Mineral ,"Creede Repertory Theatre, Inc.",5000,Creede,Program,Arts and Culture,9/28/14,,,,,,,,,,
Caring for Colorado Foundation,2014,San Luis Valley,Mineral,Mineral County Board of County Commissioners,84919,Creede,Capital,Health,5/27/14,,,,,,,,,,
Gates Family Foundation,2014,San Luis Valley,Mineral,Rio Grande Headwaters Land Trust,100000,Creede,Capital,Natural Resources,9/30/2014,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Costilla ,"Mariachi San Luis, Inc.",5000,San Pablo,General Operating,Arts and Culture,9/28/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,San Luis Valley,Costilla,Tiny Hands Daycare Center,12000,Blanca,General Operating,Early Childhood,12/11/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Conejos ,Conejos County Tourism Council,5000,Antonito,Program,Civic and Community,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,Adams State University Foundation,111000,Alamosa,Program,Education,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,"Boys and Girls Clubs of the San Luis Valley, Inc.",2500,Alamosa,General Operating,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,"Boys and Girls Clubs of the San Luis Valley, Inc.",2500,Alamosa,General Operating,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,City of Alamosa,75000,Alamosa,Program,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,La Puente Home Incorporated,250000,Alamosa,General Operating,Human Services,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,La Puente Home Incorporated,2500,Alamosa,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,La Puente Home Incorporated,5000,Alamosa,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,San Luis Valley Local Foods Coalition,1500,Alamosa,Program,Human Services,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,San Luis Valley Museum,2500,Alamosa,Capital,Arts and Culture,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,Tu Casa Incorporated,17000,Alamosa,Capital,Human Services,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,Tu Casa Incorporated,2500,Alamosa,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,San Luis Valley,Alamosa ,Tu Casa Incorporated,2500,Alamosa,General Operating,Human Services,9/28/14,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,San Luis Valley,Alamosa ,Boys and Girls Clubs of the San Luis Valley,35000,Alamosa,General Support,Youth,12/2/14,,,,,,,,,,
Adolph Coors Foundation,2014,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley,15000,Alamosa,General Operating,,3/31/14,,,,,,,,,,
Daniels Fund,2014,San Luis Valley,Alamosa,Adams State University Foundation,2500,Alamosa,Program,Youth Development,,,,,,,,,,,
Daniels Fund,2014,San Luis Valley,Alamosa,"Boys & Girls Clubs of the San Luis Valley, Incorporated",25000,Alamosa,General Operating,Youth Development,,,,,,,,,,,
Daniels Fund,2014,San Luis Valley,Alamosa,"San Luis Valley Area Health Education Center, Incorporated",13000,Alamosa,Program,Youth Development,,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,San Luis Valley,Alamosa,La Puente Home Inc.,25000,Alamosa,General Support,Civic and Community,6/23/14,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,San Luis Valley,Alamosa,"Tu Casa, Inc.",10000,Alamosa,General Support,Civic and Community,12/2/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,San Luis Valley,Alamosa,Valley-Wide Health Systems,12000,Alamosa,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,San Luis Valley,Alamosa,Sargent Early Learning Center,19000,Monte Vista,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,San Luis Valley,Alamosa,Children's Garden Early Learning Center,25000,Alamosa,General Operating,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,San Luis Valley,Alamosa,Alamosa County Public Health Department,25000,Alamosa,Program,Teen Pregnancy Prevention,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,San Luis Valley,Alamosa,Early Childhood Council of the San Luis Valley,70000,Alamosa,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,San Luis Valley,Alamosa,La Llave Family Resource Center,17000,Alamosa,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,San Luis Valley,Alamosa,The Early Childhood Council of the San Luis Valley,585676,Alamosa,Program,Health,2/20/14,,,,,,,,,,
The Colorado Health Foundation,2014,San Luis Valley,Alamosa,San Luis Valley Local Foods Coalition,100000,Alamosa,Program,Health,6/24/14,,,,,,,,,,
The Colorado Health Foundation,2014,San Luis Valley,Alamosa,San Luis Valley Behavioral Health Group,87508,Alamosa,Program,Health,11/4/14,,,,,,,,,,
The Colorado Trust,2014,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,40000,Alamosa,General Operating,Health,3/26/14,,,,,,,,,,
