funder,year,region,county,nonprofit,amount,city,type,category
El Pomar Foundation,2012,Southwest,Archuleta,Pope John Paul II Catholic Church,2000,Pagosa Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Archuleta,Restoration Fellowship of Pagosa Springs,2000,Pagosa Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Archuleta,St. Patrick's Episcopal Church,2000,Pagosa Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Archuleta,Community United Methodist Church,5000,Pagosa Springs,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Archuleta,Power House Ministries,15000,Pagosa Springs,Program,Youth Development,,,,,
El Pomar Foundation,2012,Southwest,Dolores,Dolores County Health Association,5000,Dove Creek,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Dolores,Dove's Nest,1000,Dove Creek,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Durango Nature Studies,5000,Durango,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,La Plata,"Trails 2000, Inc. ",2500,Durango,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Youth Baseball of Southwestern Colorado,25000,Durango,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Pine River Library District,30000,Bayfield,Program,Education ,,,,,
El Pomar Foundation,2012,Southwest,La Plata,"Riverhouse Children's Center, Inc. ",15000,Durango,Program,Education ,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Regional Substance Abuse Prevention Partners,10000,Durango,General Operating,Health,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Violence Prevention Coalition of Southwest Colorado,5000,Durango,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Manna the Durango Soup Kitchen,5000,Durango,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,La Plata,United Way of Southwest Colorado,17500,Durango,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Women's Resource Center in Durango,2500,Durango,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2012,Southwest,La Plata,Boys and Girls Clubs of La Plata County,1000,Durango,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,60000,Durango,Program,Youth Development,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Boys and Girls Clubs of La Plata County,20000,Durango,General Operating,Youth Development,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Durango Adult Education Center,5000,Durango,Program,Education,,,,,
El Pomar Foundation,2012,Southwest,La Plata,Durango Foundation for Educational Excellence,5000,Durango,Program,Education,,,,,
El Pomar Foundation,2012,Southwest,La Plata,"La Plata Youth Services, Inc.",15000,Durango,General Operating,Child and Youth Services,,,,,
El Pomar Foundation,2012,Southwest,La Plata,San Juan Board of Cooperative Educational Services,10000,Durango,Program,Education,,,,,
El Pomar Foundation,2012,Southwest,La Plata,"Trails 2000, Inc. ",5000,Durango,Program,"Environment, Conservation",,,,,
El Pomar Foundation,2012,Southwest,La Plata,United Way of Southwest Colorado,5000,Durango,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Children's Kiva,10000,Cortez,General Operating,Education ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Bridge Emergency Shelter,10000,Cortez,General Operating,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,St. Barnabas of the Valley,5000,Cortez,Capital,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Bridge Emergency Shelter,5500,Cortez,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Montezuma County Health Department,2500,Cortez,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Pi�on Project,5500,Cortez,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Four Corners Child Advocacy Center,5000,Cortez,General Operating,Child and Youth Services,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Montezuma-Cortez School District RE-1,5000,Cortez,Program,Education,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Onward! A Legacy Foundation,5000,Cortez,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Onward! A Legacy Foundation,10000,Cortez,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Onward! A Legacy Foundation,5000,Cortez,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Pi�on Project,10000,Cortez,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,San Juan,Mountain Studies Institute San Juan Mountains Colorado,2500,Silverton,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,San Juan,"Silverton San Juan County Ambulance Association, Inc.",6683,Silverton,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,San Juan,Mountain Studies Institute San Juan Mountains Colorado,10000,Silverton,General Operating,"Environment, Conservation",,,,,
El Pomar Foundation,2012,Southwest,San Juan,Silverton Youth Center,5000,Silverton,General Operating,Youth Development,,,,,
Gates Family Foundation,2012,Southwest,La Plata,Mountain Middle School,35000,Durango,Capital,Education,,,,,
Gates Family Foundation,2012,Southwest,La Plata,Riverhouse Children's Center,75000,Durango,Capital,Education,,,,,
Gates Family Foundation,2012,Southwest,La Plata,Youth Baseball of Southwestern Colorado,20000,Durango,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Southwest,La Plata,Bayfield Lions Club Foundation,30000,Bayfield,Capital,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,15000,Durango,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,"Boys and Girls Club of La Plata County, Inc.",15000,Durango,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,Disabled Sports USA Adaptive Sports Association,15000,Durango,Program,Disabled Persons,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,Manna the Durango Soup Kitchen,15000,Durango,Program,Human Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,Women's Resource Center in Durango,12500,Durango,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,Montezuma,The Pi�on Project,20000,Cortez,Program,Community and Civic,,,,,
Buell Foundation,2012,Southwest,Archuleta,Seeds of Learning,32000,Pagosa Springs,General Operating,Children and Youth Services,,,,,
Buell Foundation,2012,Southwest,Archuleta,Community United Methodist Church,8000,Pagosa Springs,Program,"Community, Public Affairs",,,,,
Buell Foundation,2012,Southwest,Dolores,Dolores County School District RE-2J,7000,Rico,General Operating,Education,,,,,
Buell Foundation,2012,Southwest,La Plata,Durango Adult Education Center,70000,Durango,Program,Education,,,,,
Buell Foundation,2012,Southwest,La Plata,La Plata Family Centers Coalition,38000,Durango,Program,Children and Youth Services,,,,,
Buell Foundation,2012,Southwest,La Plata,Durango 4-C Council,33460,Durango,Other,Children and Youth Services,,,,,
Buell Foundation,2012,Southwest,La Plata,Fort Lewis College,22000,Durango,Student Aid/Scholarship,Health                                                                     ,,,,,
Buell Foundation,2012,Southwest,La Plata,Durango Early Learning Center,10000,Durango,Student Aid/Scholarship,Education,,,,,
Buell Foundation,2012,Southwest,Montezuma,The Pinon Project Family Resource Center,38000,Cortez,Other,Children and Youth Services,,,,,
Buell Foundation,2012,Southwest,Montezuma,The Pinon Project,25000,Cortez,General Operating,Children and Youth Services,,,,,
Buell Foundation,2012,Southwest,Montezuma,The Children's Kiva Montessori Preschool and Kindergarten,11000,Cortez,Student Aid/Scholarship,Education,,,,,
The Colorado Health Foundation,2012,Southwest,Dolores,Dolores County Health Association,232425,Dove Creek,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,La Plata,"Boys and Girls Club of La Plata County, Inc.",130500,La Plata,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,La Plata,San Juan Basin Health Department,98222,Durango,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,La Plata,San Juan Board of Cooperative Educational Services,690935,Durango,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,La Plata,Southwest Colorado Mental Health Center,489870,Durango,Program,Health,,,,,
The Colorado Health Foundation,2012,Southwest,Montezuma,Montezuma County Health Department,185700,Cortez,Program,Health,,,,,
The Colorado Trust,2012,Southwest,La Plata,Early Childhood Council of La Plata County,120950,Durango,Program,Access to Health,,,,,
The Colorado Trust,2012,Southwest,Montezuma,The Pi�on Project,118000,Cortez,Program,Access to Health,,,,,
The Colorado Trust,2012,Southwest,Montezuma,"Southwest Health Systems, Inc.",12658,Cortez,Program,Access to Health,,,,,
Adolph Coors Foundation,2013,Southwest,Archuleta,Pagosa Pregnancy Support Center,5000,Pagosa Springs,Program,Pregnancy Center,7/31/13
Adolph Coors Foundation,2013,Southwest,Montezuma,Four Corners School of Outdoor Education,5000,Cortez,Program,Youth,11/27/13
Anschutz Family Foundation,2013,Southwest,Archuleta,"Pagosa Crisis Pregnancy Center, Inc.",5000,Pagosa Springs,Program,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Southwest,Archuleta,Seeds of Learning,5000,Pagosa Springs,Program,Food/Shelter/Homeless,11/30/13
Anschutz Family Foundation,2013,Southwest,Dolores,Students Taking action against Underage Drinking,3000,Dove Creek,General Operating,Crisis Intervention,4/30/13
Anschutz Family Foundation,2013,Southwest,La Plata,"Adaptive Sports Association, Inc.",8000,Durango,General Operating,Disabled,11/30/13
Anschutz Family Foundation,2013,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,10000,Durango,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Southwest,La Plata,Durango Education Center,10000,Durango,General Operating,Self Sufficiency,11/30/13
Anschutz Family Foundation,2013,Southwest,La Plata,Manna Soup Kitchen,10000,Durango,General Operating,Food/Shelter/Homeless,11/30/13
Anschutz Family Foundation,2013,Southwest,La Plata,Sexual Assault Services Organization,10000,Durango,General Operating,Crisis Intervention,11/30/13
Anschutz Family Foundation,2013,Southwest,La Plata,Southwest Conservation Corps,7500,Durango,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Southwest,La Plata,Volunteers of America Colorado Branch,7500,Durango,Program,Food/Shelter/Homeless,4/30/13
Anschutz Family Foundation,2013,Southwest,La Plata,"Women's Resource Center in Durango, Inc.",5000,Durango,Program,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Southwest,Montezuma,Children's Kiva,7500,Cortez,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Southwest,Montezuma,Mancos Public Library District,7500,Mancos,General Operating,"Civic, Community, and Capacity Building",11/30/13
Anschutz Family Foundation,2013,Southwest,Montezuma,Mancos Valley Resources,4800,Mancos,General Operating,"Civic, Community, and Capacity Building",4/30/13
Anschutz Family Foundation,2013,Southwest,Montezuma,Montezuma School to Farm Project,5000,Mancos,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Southwest,Montezuma,School Community Youth Collaborative,7500,Cortez,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Southwest,Montezuma,The Bridge Emergency Shelter,7500,Cortez,General Operating,Food/Shelter/Homeless,11/30/13
Anschutz Family Foundation,2013,Southwest,Montezuma,The NEST,5000,Cortez,General Operating,Crisis Intervention,4/30/13
Anschutz Family Foundation,2013,Southwest,Montezuma,The Pinon Project,7500,Cortez,Program,Self Sufficiency,11/30/13
AV Hunter Trust,2013,Southwest,Montezuma,Four Corners Child Advocacy Center,5000,Cortez,General Operating,Youth,8/29/13
AV Hunter Trust,2013,Southwest,Montezuma,Four Corners Child Advocacy Center,2500,Cortez,General Operating,Youth,12/19/13
AV Hunter Trust,2013,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,7500,Durango,General Operating,Youth,5/22/13
AV Hunter Trust,2013,Southwest,La Plata,Manna - The Durango Soup Kitchen,10000,Durango,General Operating,Indigent,5/22/13
AV Hunter Trust,2013,Southwest,La Plata,Adaptive Sports Association,10000,Durango,General Operating,Disabled,11/18/13
AV Hunter Trust,2013,Southwest,La Plata,Alternative Horizons Corporation,10000,Durango,Program,Youth,11/18/13
AV Hunter Trust,2013,Southwest,La Plata,Boys & Girls Club of La Plata County,5000,Durango,General Operating,Youth,11/18/13
AV Hunter Trust,2013,Southwest,La Plata,La Plata Family Centers Coalition,10000,Durango,Program,Youth,11/18/13
AV Hunter Trust,2013,Southwest,La Plata,Sexual Assault Services Organization,5000,Durango,Program,Youth,11/18/13
AV Hunter Trust,2013,Southwest,Montezuma,Medicine Horse Center,15000,Mancos,General Operating,Disabled,11/18/13
AV Hunter Trust,2013,Southwest,Archuleta,"Habitat for Humanity of Archuleta County, Inc.",10000,Pagosa Springs,General Operating,Indigent,8/29/13
Boettcher Foundation,2013,Southwest,La Plata,Manna - The Durango Soup Kitchen,25000,Durango,Capital,Social Service,11/14/2013
Caring for Colorado Foundation,2013,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,100000,Pagosa Springs,Capital,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,100000,Pagosa Springs,Capital,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,100000,Pagosa Springs,Capital,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Dolores,Dolores County Health Association: Community Health Clinic,30000,Dove Creek,,,10/1/12
Caring for Colorado Foundation,2013,Southwest,Dolores,Dolores County Health Association: Community Health Clinic,30000,Dove Creek,,,10/1/12
Caring for Colorado Foundation,2013,Southwest,La Plata,"Southwest Colorado Mental Health Center, Inc., dba Axis Health System",18568,Durango,Capital Equipment Purchase,,6/20/13
Caring for Colorado Foundation,2013,Southwest,Montezuma,Montezuma County Public Health Department,25823,Cortez,Project/Program,,1/17/13
Daniels Fund,2013,Southwest,La Plata,Animas High School,200000,Durango,Program / Project,K-12 Education Reform,5/13/13
Daniels Fund,2013,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,15000,Durango,General Operating Support,Youth Development,9/16/13
Daniels Fund,2013,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,2500,Durango,General Operating Support,Youth Development,5/29/13
Daniels Fund,2013,Southwest,La Plata,Fort Lewis College Foundation,25000,Durango,Program / Project,Boundless Opportunity Scholarship,2/25/13
Daniels Fund,2013,Southwest,La Plata,Manna - The Durango Soup Kitchen,35000,Durango,General Operating Support,Homeless and Disadvantaged,2/25/13
Daniels Fund,2013,Southwest,La Plata,Regional Substance Abuse Prevention Partners,30000,Durango,General Operating Support,Alcoholism and Substance Abuse,7/15/13
Daniels Fund,2013,Southwest,Montezuma,Bridge Emergency Shelter,30000,Cortez,Program / Project,Homeless and Disadvantaged,2/25/13
El Pomar Foundation,2013,Southwest,Archuleta,Archuleta County School District 50JT,5000,Pagosa Springs,Program,Health,12/17/13
El Pomar Foundation,2013,Southwest,Archuleta,Community United Methodist Church,10000,Pagosa Springs,Program,Education,12/17/13
El Pomar Foundation,2013,Southwest,Archuleta,Seeds of Learning,5000,Pagosa Springs,Program,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,Archuleta,Community United Methodist Church,6000,Pagosa Springs,Program,Civic and Community,9/29/13
El Pomar Foundation,2013,Southwest,Archuleta,Thingamajig Theatre Company,5000,Pagosa Springs,General Operating,Arts and Culture,9/29/13
El Pomar Foundation,2013,Southwest,Dolores,Dolores County School District RE-2J,5000,Dove Creek,Program,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,45000,Durango,Program,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Boys and Girls Club of La Plata County,10000,Durango,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,La Plata Family Centers Coalition,15000,Durango,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,"La Plata Youth Services, Inc.",15000,Durango,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Manna - The Durango Soup Kitchen,30000,Durango,Capital,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Regional Substance Abuse Prevention Partners - RSAPP,10000,Durango,Program,Health,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,San Juan Board of Cooperative Education Services (BOCES),10000,Durango,Program,Education,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,San Juan Citizens Alliance,2500,Durango,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Southern Ute Indian Tribe,7500,Ignacio,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Durango Adult Education Center,5000,Durango,General Operating,Education,9/29/13
El Pomar Foundation,2013,Southwest,La Plata,Durango Film Institute,3000,Durango,General Operating,Arts and Culture,9/29/13
El Pomar Foundation,2013,Southwest,La Plata,Spring Creek Horse Rescue,5000,Bayfield,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Southwest,La Plata,United Way of Southwest Colorado,5000,Durango,Program,Human Services,9/29/13
El Pomar Foundation,2013,Southwest,La Plata,Women's Resource Center in Durango,7500,Durango,General Operating,Human Services,8/20/13
El Pomar Foundation,2013,Southwest,La Plata,Alternative Horizons Corporation,5000,Durango,General Operating,Human Services,2/27/13
El Pomar Foundation,2013,Southwest,Montezuma,Mancos Conservation District,5000,Mancos,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,Montezuma,Onward! A Legacy Foundation,17500,Cortez,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,Montezuma,Southwest Open School,10000,Cortez,General Operating,Education,12/17/13
El Pomar Foundation,2013,Southwest,Montezuma,The Pinon Project,7500,Cortez,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,Montezuma,Habitat for Humanity of Montezuma County,2500,Cortez,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Southwest,Montezuma,Onward! A Legacy Foundation,2500,Cortez,General Operating,Education,9/29/13
El Pomar Foundation,2013,Southwest,Montezuma,The Bridge Emergency Shelter,2500,Cortez,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Southwest,Montezuma,The Pinon Project,5000,Cortez,Program,Human Services,9/29/13
El Pomar Foundation,2013,Southwest,Montezuma,Pagosa Crisis Pregnancy Center Inc.,2500,Pagosa Springs,Program,Human Services,2/27/13
El Pomar Foundation,2013,Southwest,San Juan,Mountain Studies Institute San Juan Mountains Colorado,10000,Silverton,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,San Juan,Silverton Youth Center,5000,Silverton,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,San Juan,San Juan County Historical Society,15000,Silverton,Capital,Arts and Culture,2/27/13
Gates Family Foundation,2013,Southwest,La Plata,Durango Discovery Museum,100000,Durango,Construction,Arts and Culture,9/8/11
Gates Family Foundation,2013,Southwest,Montezuma,"Community Radio Project, Inc.",75000,Cortez,Remodeling,Community Development & Revitalization,12/12/12
Gates Family Foundation,2013,Southwest,San Juan,San Juan County Historical Society,40000,Silverton,Renovation,Arts and Culture,4/4/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Big Brothers Big Sisters Of Southwest Colorado,15000,Durango,General Operating,Youth Development,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Boys And Girls Club Of La Platacounty Inc,20000,La Plata,General Operating,Youth Development,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Disabled Sports Usa - Adaptive Sports Association,15000,Durango ,General Operating,Physical and Mental Disabilities,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Manna-the Durango Soup Kitchen,15000,Durango,General Operating,Feeding Programs,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Manna-the Durango Soup Kitchen,17500,Durango,Capital/Special Project Support,Feeding Programs,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Womens Resource Center In Durango,12500,Durango,General Operating,Comprehensive Assistance,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,Montezuma,The Pinon Project,20000,Cortez,General Operating,Comprehensive Assistance,6/20/13
Buell Foundation,2013,Southwest,Archuleta,Nurturing Center,8000,Pagosa Springs,Program,Early Childhood,
Buell Foundation,2013,Southwest,Archuleta,Pagosa Springs Incredible Years Parenting Program,5030,Pagosa Springs,Program,Early Childhood,
Buell Foundation,2013,Southwest,Archuleta,Seeds of Learning,30000,Pagosa Springs,General Operating,Early Childhood,
Buell Foundation,2013,Southwest,Dolores,Dove's Nest Early Care and Education Center,4000,Dove Creek,Program,Early Childhood,
Buell Foundation,2013,Southwest,Dolores,Rico Preschool,5000,Rico,General Operating,Early Childhood,
Buell Foundation,2013,Southwest,La Plata,Bayfield Early Education Programs,15000,Bayfield,Program,Early Childhood,
Buell Foundation,2013,Southwest,La Plata,Campbell Child and Family Center,22000,Durango,Program,Early Childhood,
Buell Foundation,2013,Southwest,La Plata,Durango Early Childhood Professional Training Project,62815.06,Durango,Program,Early Childhood,
Buell Foundation,2013,Southwest,La Plata,Early Childhood Council of La Plata County,33230,Durango,Program,Early Childhood,
Buell Foundation,2013,Southwest,La Plata,La Plata Family Centers Coalition,30000,Durango,Program,Early Childhood,
Buell Foundation,2013,Southwest,La Plata,Riverhouse Children's Center,100000,Durango,Capital,Early Childhood,
Buell Foundation,2013,Southwest,Montezuma,Children's Kiva,20000,Cortez,Program,Early Childhood,
Buell Foundation,2013,Southwest,Montezuma,Children's Kiva,11000,Cortez,Program,Early Childhood,
Buell Foundation,2013,Southwest,Montezuma,Montelores Early Childhood Council,25000,Cortez,General Operating,Early Childhood,
Buell Foundation,2013,Southwest,Montezuma,Pi�on Project Family Resource Center,38000,Cortez,Program,Early Childhood,
The Colorado Health Foundation,2013,Southwest,Archuleta,Archuleta School District 50 Jt.,20000,Pagosa Springs,Capacity Building,,12/5/13
The Colorado Health Foundation,2013,Southwest,Dolores,Community Health Clinic,235300,Dove Creek,General Operating,,10/10/13
The Colorado Health Foundation,2013,Southwest,La Plata,Axis Health System,500000,Durango,Capital,,10/24/13
The Colorado Health Foundation,2013,Southwest,La Plata,Citizens Health Advisory Council,219413,Durango,Program,,10/10/13
The Colorado Health Foundation,2013,Southwest,Montezuma,"Southwest Health System, Inc.",220846,Cortez,Program,,5/30/13
The Colorado Trust,2013,Southwest,La Plata,Community Foundation Serving Southwest Colorado,15442,Durango,Program,Convening for Colorado,8/5/13
El Pomar Foundation,2014,Southwest,San Juan ,Mountain Studies Institute San Juan Mountains Colorado,5000,Silverton,General Operating,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,San Juan ,Silverton Family Learning Center,2500,Silverton,General Operating,Education,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,San Juan ,Silverton Family Learning Center,2500,Silverton,Program,Education,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,San Juan ,Silverton Youth Center,2500,Silverton,General Operating,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,San Juan ,Silverton Youth Center,2500,Silverton,General Operating,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Habitat for Humanity of Montezuma County,5000,Cortez,General Operating,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Mancos Public Library,5000,Mancos,Capital,Education,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Mancos Valley Resources,1500,Mancos,Program,Human Services,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Medicine Horse Center - Therapeutic Riding & Equine Rehabilitation,10000,Mancos,Program,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Montezuma Land Conservancy,10000,Cortez,General Operating,Civic and Community,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Onward! A Legacy Foundation,10000,Cortez,Program,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Onward! A Legacy Foundation,2500,Cortez,Program,Civic and Community,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,The Bridge Emergency Shelter,2500,Cortez,General Operating,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,The Pi�on Project,5000,Cortez,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,The Pi�on Project,10000,Cortez,Program,Human Services,12/15/14,,,,,,,,,,
Adolph Coors Foundation,2014,Southwest,Montezuma,Onward! A Legacy Foundation,6000,Cortez,Program,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,"CASA of the Four Corners, Inc.",3500,Cortez,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,Children's Kiva,7500,Cortez,General Operating,Early Childhood,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,KSJD,10000,Cortez,Program,"Civic, Community, and Technical Assistance",4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,Mancos Public Library District,7500,Mancos,General Operating,"Civic, Community, and Technical Assistance",11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,Medicine Horse Center,7500,Mancos,Program,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,"Renew, Inc.",5000,Cortez,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,Senior Housing Options,5133,Cortez,Capital,Senior Programs,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,Four Corners Child Advocacy Center,5000,Cortez,General Operating,Youth,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,The Bridge Emergency Shelter,7500,Cortez,General Operating,Indigent,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,The Bridge Emergency Shelter,2500,Cortez,General Operating,Indigent,12/4/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,Medicine Horse Center,15000,Mancos,General Operating,Disabled,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,Medicine Horse Center,5000,Mancos,General Operating,Disabled,12/4/14,,,,,,,,,,
Boettcher Foundation,2014,Southwest,Montezuma,Crow Canyon Archaeological Center,50000,Cortez,Capital,Arts & Culture,7/1/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Southwest,Montezuma,Montezuma County Public Health Department,25823,Cortez,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Southwest,Montezuma,"Planned Parenthood of the Rocky Mountains, Inc.",50000,Cortez,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Southwest,Montezuma,"Southwest Health System, Inc.",50000,Cortez,Capital,Health,6/25/14,,,,,,,,,,
Gates Family Foundation,2014,Southwest,Montezuma,Mesa Verde Foundation,35000,Cortez,Capital,Parks-Conservation-Recreation,1/31/2014,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,Southwest,Montezuma,The Pinon Project,10000,Cortez,General Support,Civic and Community,6/23/14,,,,,,,,,,
