funder,year,region,county,nonprofit,amount,city,type,category
El Pomar Foundation,2013,Northeast,Lincoln,Limon Train Ride & Heritage Society,7500,Limon,Capital,Arts and Culture,5/8/13
El Pomar Foundation,2013,Northeast,Logan,Family Resource Center,2500,Sterling,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Logan,Family Resource Center,6000,Sterling,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Logan,Rural Solutions,5000,Sterling,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Logan,Northeastern Junior College Foundation,50000,Sterling,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Morgan,"Caring Ministries of Morgan County, Inc.",2500,Fort Morgan,Program,Human Services,9/29/13
El Pomar Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.",2500,Sterling,General Operating,Health,9/29/13
El Pomar Foundation,2013,Northeast,Morgan,Morgan Community College Foundation,50000,Fort Morgan,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.",15000,Sterling,Program,Health,2/27/13
El Pomar Foundation,2013,Northeast,Phillips,Dragon's Wagon,5000,Holyoke,Capital,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Sedgwick,Sedgwick County Economic Development Corporation,3500,Julesburg,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Sedgwick,Town of Julesburg,1500,Julesburg,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Sedgwick,Hippodrome Arts Center,25000,Julesburg,General Operating,Arts and Culture,8/20/13
El Pomar Foundation,2013,Northeast,Washington,Freedom to Cowboy Up Therapeutic Riding Center,1000,Akron,Capital,Civic and Community,5/8/13
El Pomar Foundation,2013,Northeast,Yuma,"Cliff Cultural Community Center, Inc.",2500,Wray,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,2500,Yuma,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,2500,Yuma,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Wray Community Child Care Center,5000,Wray,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Yuma Children's Academy,2500,Yuma,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,Yuma District Hospital Foundation,2500,Yuma,Capital,Health,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,"Grassroots Foundation, Inc.",5000,Joes,Program,Civic and Community,5/8/13
Gates Family Foundation,2013,Northeast,Lincoln,Limon Heritage Museum & Railroad Park,20000,Limon,Construction,Arts and Culture,4/4/13
Gates Family Foundation,2013,Northeast,Morgan,Platte Valley Festival Band,20000,Fort Morgan,Construction,Arts and Culture,6/12/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Lincoln,Limon Child Development Center,20000,Limon,General Operating,Pre Elementary,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Phillips,Phillips County Family Education Services Inc,8500,Holyoke,General Operating,Adult Education,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Yuma,Hospice Of The Plains Inc,12500,Wray,General Operating,Hospice,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,12500,Yuma,General Operating,Pre Elementary,12/6/13
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Dynamic Dimensions,10000,Burlington,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Prairie Family Center,5169,Burlington,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Wee Blew Inn Preschool,5000,Burlington,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Lincoln,Limon Child Development Center,35000,Limon,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Centennial Mental Health Center,45000,Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,"Early Childhood Council of Logan, Phillips & Sedgwick Counties",30000,Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Iliff Head Start,12000,Iliff,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Northeast Colorado Health Department,7500,Sterling,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Northeastern Junior College,20000,Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Morgan,Morgan County Family Center,15000,Fort Morgan,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Morgan,Morgan County School District RE-3,20000,Fort Morgan,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Phillips,Haxtun Community Childcare Center,15000,Haxtun,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Phillips,Phillips County Family Education Services,11000,Holyoke,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Sedgwick,Little Schoolhouse Childcare Center,10000,Julesburg,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Sedgwick,Little Schoolhouse Childcare Center,13000,Julesburg,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Akron Head Start,12000,Akron,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Arickaree Preschool,4000,Anton,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Otis Elementary Preschool,8000,Otis,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Otis Elementary Preschool,2000,Otis,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Baby Bear Hugs,45000,Yuma,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,"Early Childhood Council of Yuma, Washington, and Kit Carson Counties",20000,Yuma,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Rural Communities Resource Center,30000,Yuma,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Wray Community Learning Center,15000,Wray,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Yuma Children's Academy,50000,Yuma,Capital,Early Childhood,
The Colorado Health Foundation,2013,Northeast,Lincoln,Plains Medical Center Inc,400000,Limon,Program,,10/24/13
The Colorado Health Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.",500000,Sterling,Capital,,10/24/13
The Colorado Health Foundation,2013,Northeast,Yuma,Yuma District Hospital Foundation,273675,Yuma,Program,,2/21/13
The Colorado Health Foundation,2013,Northeast,Yuma,"Wray Rehabilitation And Activities Center, Inc.",90000,Wray,Program,,6/13/13
The Colorado Health Foundation,2013,Northeast,Yuma,Encore Life,130125.17,Wray,Program,,10/17/13
The Colorado Trust,2013,Northeast,Yuma,Rural Communities Resource Center,15439,Yuma,Program,Convening for Colorado,4/30/13
The Colorado Trust,2013,Northeast,Yuma,Yuma District Hospital,1000,Yuma,Program,Health Equity Learning Series,5/22/13
El Pomar Foundation,2014,Northeast,Yuma ,"Hospice of the Plains, Inc.",5000,Wray,General Operating,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Yuma ,Regional Home Visitation Program,2500,Yuma,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Yuma ,Rural Communities Resource Center,5000,Yuma,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Yuma ,Rural Communities Resource Center,5000,Yuma,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Yuma ,Wray Community Child Care Center,2500,Wray,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Yuma ,"Wray Rehabilitation and Activities Center, Inc.",20000,Wray,General Operating,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Yuma ,"Wray Rehabilitation and Activities Center, Inc.",5000,Wray,Capital,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Yuma ,Yuma Children's Academy,15000,Yuma,Capital,Human Services,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Yuma ,Yuma Children's Academy,2500,Yuma,General Operating,Human Services,9/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Northeast,Yuma,Rural Young Americans Center for Financial Education Wray,10000,Wray,General Operating,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northeast,Yuma,Cubs Den,5000,Idalia,General Operating,Early Childhood,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northeast,Yuma,Rural Communities Resource Center,10000,Yuma,Program,Food/Shelter/Homeless,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northeast,Yuma,Wray Community Learning Center,10000,Wray,General Operating,Early Childhood,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc.",10000,Wray,General Operating,Health & Hospice,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,Northeast,Yuma,Wray Rehabilitation & Activities Center,7500,Wray,Program Support,Senior,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Northeast,Yuma,Baby Bear Hugs,12500,Yuma,General Operating,Youth,6/2/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northeast,Yuma,Encore Life Inc.,34000,Wray,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northeast,Yuma,Regional Home Visitation Program,21000,Yuma,Technical Assistance,Health,9/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northeast,Yuma,Regional Home Visitation Program,38746,Yuma,Program,Health,6/25/14,,,,,,,,,,
Daniels Fund,2014,Northeast,Yuma,The Cub's Den,25000,Idalia,Program,Early Childhood Education,,,,,,,,,,,
Gates Family Foundation,2014,Northeast,Yuma,Grassroots Foundation,10000,Joes,Capital,Parks-Conservation-Recreation,5/30/2014,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,Northeast,Yuma,"Hospice of the Plains, Inc.",12500,Wray,General Support,Health,12/2/14,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,Northeast,Yuma,Regional Home Visitation Program,12500,Yuma,General Support,Civic and Community,12/2/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Yuma,Wray Community Learning Center,15000,Wray,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Yuma,"Early Childhood Council of Yuma, Washington, and Kit Carson Counties",22000,Yuma,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Yuma,Yuma Children's Academy,20000,Yuma,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Yuma,Baby Bear Hugs,48000,Yuma,General Operating,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Northeast,Yuma,Baby Bear Hugs,124000,Yuma,Program,Health,6/24/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Washington,Otis Elementary Preschool,8000,Otis,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Washington,Akron Head Start,10000,Akron,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Washington,Arickaree Preschool,3000,Anton,General Operating,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Northeast,Washington,Washington County Nursing Home,550000,Akron,,Health,10/23/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Sedgwick ,Hippodrome Arts Centre,2500,Julesburg,General Operating,Arts and Culture,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Sedgwick ,Sedgwick County Economic Development Corporation,2500,Julesburg,Program,Civic and Community,9/28/14,,,,,,,,,,
Daniels Fund,2014,Northeast,Sedgwick,Sedgwick County Economic Development Corporation,54395,Julesburg,Program,Youth Development,,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Phillips ,Phillips County,10000,Holyoke,Program,Education,5/7/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northeast,Phillips,"Phillips County Family Education Services, Inc.",7500,Holyoke,General Operating,Literacy,11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Northeast,Phillips,"Phillips County Family Education Services, Inc.",15000,Holyoke,General Operating,Indigent,8/20/14,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,Northeast,Phillips,"Phillips County Family Education Services, Inc.",5000,Holyoke,General Support,Education,12/2/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Phillips,Haxtun Community Childcare Center,15000,Haxtun,General Operating,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Phillips,Phillips County Family Education Services,11000,Holyoke,Program,Early Childhood,12/11/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Morgan ,Morgan Community College Foundation,105000,Fort Morgan,Program,Civic and Community,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Morgan ,Morgan Community College Foundation,75000,Fort Morgan,Program,Civic and Community,12/15/14,,,,,,,,,,
Adolph Coors Foundation,2014,Northeast,Morgan,"Production Company, Inc, The",7000,Wiggins,General Operating,,11/28/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northeast,Morgan,Brush Main Street Foundation,5000,Brush,General Operating,"Civic, Community, and Technical Assistance",11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Northeast,Morgan,"S.A.R.A., Inc.",5000,Fort Morgan,General Operating,Youth,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Northeast,Morgan,Kids At Their Best,7500,Fort Morgan,General Operating,Youth,11/24/14,,,,,,,,,,
Daniels Fund,2014,Northeast,Morgan,"Caring Ministries of Morgan County, Incorporated",40000,Fort Morgan,General Operating,Homeless and Disadvantaged,,,,,,,,,,,
Daniels Fund,2014,Northeast,Morgan,Eben Ezer Lutheran Care Center,40000,Brush,General Operating,Aging,,,,,,,,,,,
Daniels Fund,2014,Northeast,Morgan,The Production Company,1250,Fort Morgan,General Operating,Youth Development,,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Morgan,Morgan County School District RE-3,22000,Fort Morgan,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Morgan,Morgan County Early Childhood Council,38000,Fort Morgan,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Morgan,Morgan County Family Center,15000,Fort Morgan,Program,Early Childhood,12/11/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Logan ,"Centennial Mental Health Center, Inc.",5000,Sterling,General Operating,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Logan ,Family Resource Center,2500,Sterling,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Logan ,Sterling Fire Department,5000,Sterling,Capital,Human Services,7/24/14,,,,,,,,,,
AV Hunter Trust,2014,Northeast,Logan,Family Resource Center,5000,Sterling,General Operating,Youth,6/2/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northeast,Logan,"Centennial Mental Health Center, Inc.",100000,Sterling,Capital,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northeast,Logan,Family Resource Center,25000,Sterling,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northeast,Logan,Northeast Colorado Health Department,40000,Sterling,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northeast,Logan,Northeastern Junior College,52400,Sterling,Program,Health,1/29/14,,,,,,,,,,
Daniels Fund,2014,Northeast,Logan,Family Resource Center,1250,Sterling,General Operating,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Northeast,Logan,Northeast Colorado Health Department,30000,Sterling,Program,Disabilities,,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Logan,Iliff Head Start,5000,Iliff,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Logan,Centennial Mental Health Center,45000,Sterling,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Logan,Northeast Colorado Health Department,5000,Sterling,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Logan,"Early Childhood Council of Logan, Phillips & Sedgwick Counties",35000,Sterling,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Logan,Northeastern Junior College,22000,Sterling,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Northeast,Logan,Rural Solutions,86671,Sterling,Program,Health,6/24/14,,,,,,,,,,
The Colorado Trust,2014,Northeast,Logan,Family Resource Center,5049,Sterling,General Operating,Health,1/9/14,,,,,,,,,,
The Colorado Trust,2014,Northeast,Logan,Rural Solutions,40000,Sterling,General Operating,Health,3/26/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Lincoln ,East Central BOCES,50000,Limon,Program,Education,5/7/14,,,,,,,,,,
Anschutz Family Foundation,2014,Northeast,Lincoln,Colorado East Community Action Agency,7500,Limon,General Operating,Families,11/30/14,,,,,,,,,,
Daniels Fund,2014,Northeast,Lincoln,Limon Child Development Center,20000,Limon,Program,Disabilities,,,,,,,,,,,
Helen K. and Arthur E. Johnson Foundation,2014,Northeast,Lincoln,Limon Child Development Center,20000,Limon,General Support,Education,12/2/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Lincoln,Limon Child Development Center,35000,Limon,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Lincoln,"Cheyenne, Kiowa, and Lincoln Early Childhood Council",11000,Hugo,Program,Early Childhood,8/11/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Kit Carson ,Arriba-Flagler Consolidated School District #20,4220,Flagler,Capital,Education,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Northeast,Kit Carson ,Kit Carson County,5000,Burlington,Program,Arts and Culture,9/28/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Northeast,Kit Carson,Prairie Family Center,5000,Burlington,Program,Early Childhood,12/11/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Northeast,Cheyenne,Prairie View Health Resources Inc,49788,Cheyenne Wells,Capital,Health,6/25/14,,,,,,,,,,
Daniels Fund,2014,Northeast,Cheyenne,Kit Carson School District R-1,37991,Kit Carson,Capital,Amateur Sports,,,,,,,,,,,
