funder,year,region,county,nonprofit,amount,city,type,category
Anschutz Family Foundation,2011,Western Slope,Eagle,Doctors Plus,5000,Avon,Program,Health                                                                     ,
Anschutz Family Foundation,2011,Western Slope,Eagle,Vail Valley Charitable Fund,5000,Edwards,Program,Health                                                                     ,
Anschutz Family Foundation,2011,Western Slope,Eagle,Eagle Valley Humane Society,5000,Eagle,General Operating,Animal Protection and Welfare,
Anschutz Family Foundation,2011,Western Slope,Eagle,Eagly County School District RE 50J,5000,Eagle,Program,Health                                                                     ,
Anschutz Family Foundation,2011,Western Slope,Eagle,Bright Future Foundation for Eagle County,5000,Avon,Program,Emergency Assistance      ,
Anschutz Family Foundation,2011,Western Slope,Eagle,SOS Outreach,5000,Avon,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Eagle,The Youth Foundation,7500,Edwards,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Garfield,Wind Walkers Equine Assisted Learning & Therapy Center,5000,Carbondale,General Operating,Disabled Persons,
Anschutz Family Foundation,2011,Western Slope,Garfield,Roaring Fork Family Resource Centers,5000,Carbondale,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Garfield,Feed My Sheep Ministry,5000,New Castle,General Operating,"Housing, Homeless shelters",
Anschutz Family Foundation,2011,Western Slope,Garfield,LIFT-UP,5000,Rifle,Program,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2011,Western Slope,Garfield,TOM'S Door,1000,Carbondale,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2011,Western Slope,Garfield,Literacy Outreach,5000,Glenwood Springs,General Operating,Education,
Anschutz Family Foundation,2011,Western Slope,Garfield,Colorado Mountain College,5000,Glenwood Springs,Program,,
Anschutz Family Foundation,2011,Western Slope,Garfield,High Country RSVP,5000,Glenwood Springs,General Operating,,
Anschutz Family Foundation,2011,Western Slope,Garfield,YouthEntity,5000,Carbondale,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Garfield,YouthZone,5000,Glenwood Springs,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Mesa,CASA of Mesa County,5000,Grand Junction,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Mesa,Colorado Discover Ability,7500,Grand Junction,General Operating,Disabled Persons,
Anschutz Family Foundation,2011,Western Slope,Mesa,Mesa County Partnership for Children and Families,5000,Grand Junction,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Mesa,The Parenting Place of Western Colorado,5000,Grand Junction,General Operating,Abuse & Neglect Prevention,
Anschutz Family Foundation,2011,Western Slope,Mesa,Grand Junction Imagination Library,3000,Grand Junction,General Operating,Education,
Anschutz Family Foundation,2011,Western Slope,Mesa,The Literacy Center/Mesa County Libraries,5000,Grand Junction,General Operating,Education,
Anschutz Family Foundation,2011,Western Slope,Mesa,Counseling and Education Center,5000,Grand Junction,General Operating,Health                                                                     ,
Anschutz Family Foundation,2011,Western Slope,Mesa,Artspace & Open Studios,3200,Grand Junction,General Operating,"Arts, Culture & Humanities ",
Anschutz Family Foundation,2011,Western Slope,Mesa,St. Mary's Hospital and Medical Center,5000,Grand Junction,General Operating,,
Anschutz Family Foundation,2011,Western Slope,Mesa,"Black Canyon Boys & Girls Club, Inc.",5000,Montrose,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Mesa,Girls on the Run of Western Colorado,5000,Grand Junction,General Operating,Children and Youth Services,
Anschutz Family Foundation,2011,Western Slope,Mesa,Mesa County Partners,7500,Grand Junction,General Operating,Children and Youth Services,
AV Hunter Trust,2011,Western Slope,Garfield,WindWalkers - Equine Assisted Learning & Therapy Center,5000,Carbondale,General Operating,Disabled,11/22/11
AV Hunter Trust,2011,Western Slope,Garfield,Advocate Safehouse Project,5000,Glenwood Springs,General Operating,Indigent,8/29/11
AV Hunter Trust,2011,Western Slope,Garfield,Family Visitor Programs,10000,Glenwood Springs,Program,Youth,8/29/11
AV Hunter Trust,2011,Western Slope,Mesa,Counseling and Education Center,5000,Grand Junction,General Operating,Indigent,6/3/11
AV Hunter Trust,2011,Western Slope,Mesa,Mesa County Partners,7500,Grand Junction,Program,Youth,6/3/11
AV Hunter Trust,2011,Western Slope,Mesa,CASA of Mesa County,5000,Grand Junction,General Operating,Youth,8/29/11
AV Hunter Trust,2011,Western Slope,Mesa,Western Slope Center for Children,5000,Grand Junction,General Operating,Youth,8/29/11
AV Hunter Trust,2011,Western Slope,Mesa,"Mesa County RSVP, Inc.",10000,Grand Junction,Program,Seniors,11/22/11
AV Hunter Trust,2011,Western Slope,Mesa,Counseling and Education Center,2500,Grand Junction,General Operating,Indigent,12/21/11
Boettcher Foundation,2011,Western Slope,Eagle,Walking Mountains Science Learning Center,25000,Avon,Capital,,
Boettcher Foundation,2011,Western Slope,Garfield,Mountain Family Health Center,50000,Glenwood Springs,Capital,,
Boettcher Foundation,2011,Western Slope,Garfield,Third Street Center,40000,Carbondale,Capital,,
Boettcher Foundation,2011,Western Slope,Mesa,Colorado Mesa University,15000,Grand Junction,Student Aid/Scholarship,Education,
Boettcher Foundation,2011,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,15000,Grand Junction,Capital,Hospice,
Boettcher Foundation,2011,Western Slope,Mesa,"Mesa Youth Services, Inc.",40000,Grand Junction,Capital,Children and Youth Services,
Boettcher Foundation,2011,Western Slope,Mesa,The Parenting Place of Western Colorado,10000,Grand Junction,Capital,,
Boettcher Foundation,2011,Western Slope,Pitkin,Spellbinders,5000,Woody Creek,General Operating,,
Caring for Colorado Foundation,2011,Western Slope,Eagle,Western Eagle County Ambulance,50000,Eagle,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Western Slope,Garfield,Mountain Family Health Centers,150000,Glenwood Springs,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Western Slope,Mesa,"VOANS PACE, Inc. dba Senior CommUnity Care",52000,Montrose,Capital,,
Caring for Colorado Foundation,2011,Western Slope,Pitkin,Roaring Forks (RE-1) School District,35000,Carbondale,Program,Health                                                                     ,
Daniels Fund,2011,Western Slope,Eagle,SOS Outreach,15000,Avon,General Operating,Health                                                                     ,
Daniels Fund,2011,Western Slope,Eagle,Early Childhood Partners,15000,Eagle,Program,Education,
Daniels Fund,2011,Western Slope,Garfield,Columbine Home Health,10000,Glenwood Springs,Program,Health                                                                     ,
Daniels Fund,2011,Western Slope,Garfield,Valley View Hospital Association,30000,Glenwood Springs,Program,Health                                                                     ,
Daniels Fund,2011,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,32000,Glenwood Springs,Program,Education,
Daniels Fund,2011,Western Slope,Garfield,Feed My Sheep Ministry,25000,New Castle,General Operating,"Housing, Homeless shelters",
Daniels Fund,2011,Western Slope,Garfield,Life Inter Faith Team on Unemployment and Poverty (Lift-Up),25000,Rifle,General Operating,Human Services,
Daniels Fund,2011,Western Slope,Garfield,Roaring Fork School District RE-1,2500,Glenwood Springs,Program,Education,
Daniels Fund,2011,Western Slope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.",10000,Grand Junction,Program,"Philanthropy, Volunteerism, Grants",
Daniels Fund,2011,Western Slope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.",2500,Grand Junction,General Operating,"Philanthropy, Volunteerism, Grants",
Daniels Fund,2011,Western Slope,Mesa,Community Food Bank,20000,Grand Junction,General Operating,Human Services,
Daniels Fund,2011,Western Slope,Mesa,Hilltop Health Services Corporation,30000,Grand Junction,Program,"Domestic Violence Shelters, Services",
Daniels Fund,2011,Western Slope,Mesa,"Boy Scouts of America, Western Colorado Council",25000,Grand Junction,General Operating,Children and Youth Services,
Daniels Fund,2011,Western Slope,Mesa,"Mesa Youth Services, Inc.",18000,Grand Junction,Program,Children and Youth Services,
Daniels Fund,2011,Western Slope,Mesa,"Mesa Youth Services, Inc.",2500,Grand Junction,General Operating,Children and Youth Services,
Daniels Fund,2011,Western Slope,Mesa,Riverside Educational Center,15000,Grand Junction,General Operating,Children and Youth Services,
Daniels Fund,2011,Western Slope,Pitkin,The Buddy Program,15000,Basalt,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Delta,"Altrusa International of Delta, Colorado, Inc.",2500,Delta,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Western Slope,Delta,Kids Pasta Project,2500,Delta,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Delta,Delta County Joint School District 50J,1500,Delta,Program,Education,
El Pomar Foundation,2011,Western Slope,Delta,"Delta Food Pantry, Inc",2000,Delta,Program,Human Services,
El Pomar Foundation,2011,Western Slope,Delta,Kids' Pasta Project,2500,Hotchkiss,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Delta,Delta County Joint School District 50J,45000,Delta,Program,Education,
El Pomar Foundation,2011,Western Slope,Delta,Delta County Joint School District 50J,1500,Paonia,Other,Education,
El Pomar Foundation,2011,Western Slope,Delta,Delta County Joint School District 50J,35000,Delta,Program,Education,
El Pomar Foundation,2011,Western Slope,Eagle,Roaring Fork Outdoor Volunteers,2500,Basalt,General Operating,"Philanthropy, Volunteerism, Grants",
El Pomar Foundation,2011,Western Slope,Eagle,Vail Symposium,2500,Vail,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Western Slope,Eagle,Walking Mountains Science Learning Center,25000,Avon,Capital,"Community, Public Affairs",
El Pomar Foundation,2011,Western Slope,Eagle,Early Childhood Partners,2500,Eagle,General Operating,Education,
El Pomar Foundation,2011,Western Slope,Eagle,Vail Valley Charitable Fund,5000,Edwards,Program,Health                                                                     ,
El Pomar Foundation,2011,Western Slope,Eagle,SOS Outreach,10000,Avon,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Eagle,Eagle Vail Humane Society,5000,Eagle,Program,Animal Protection and Welfare,
El Pomar Foundation,2011,Western Slope,Eagle,Food Rescue Express Eagle County,6000,Edwards,Program,Human Services,
El Pomar Foundation,2011,Western Slope,Eagle,Salvation Army Vail Valley,8000,Edwards,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Western Slope,Eagle,"Small Champions, Inc.",5000,Vail,Student Aid/Scholarship,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Eagle,Youth Foundation,3000,Edwards,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Eagle,Roundup River Ranch,1250,Avon,General Operating,,
El Pomar Foundation,2011,Western Slope,Eagle,Salvation Army Vail Valley,1500,Edwards,General Operating,Human Services,
El Pomar Foundation,2011,Western Slope,Eagle,Youth Foundation,2750,Edwards,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Eagle,Youth Foundation,45000,Edwards,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Garfield,Roaring Fork Business Resource Center,5000,Glenwood Springs,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Western Slope,Garfield,Colorado Mountain College Foundation,25000,Glenwood Springs,Capital,Education,
El Pomar Foundation,2011,Western Slope,Garfield,Habitat for Humanity of the Roaring Fork Valley,10000,Carbondale,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,5000,Glenwood Springs,Program,Education,
El Pomar Foundation,2011,Western Slope,Garfield,Mountain Family Health Centers,5000,Glenwood Springs,Program,Health                                                                     ,
El Pomar Foundation,2011,Western Slope,Garfield,Andy Zanca Youth Empowerment Program,2000,Carbondale,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Garfield,Family Visitor Program of Garfield County,7000,Glenwood Springs,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Western Slope,Garfield,Youthzone,45000,Glenwood Springs,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Garfield,Computers for Kids Foundation,11000,Carbondale,Program,Education,
El Pomar Foundation,2011,Western Slope,Garfield,Habitat for Humanity of the Roaring Fork Valley,3000,Carbondale,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2011,Western Slope,Garfield,Sustainable Settings,1500,Carbondale,Program,"Environment, Conservation",
El Pomar Foundation,2011,Western Slope,Mesa,Girls On The Run of the Grand Valley,2000,Grand Junction,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Mesa,"Grand Junction Baseball Committee, Inc.",50000,Grand Junction,Capital,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Mesa,Grand Valley Catholic Outreach,25000,Grand Junction,Capital,Human Services,
El Pomar Foundation,2011,Western Slope,Mesa,Western Colorado Math and Science Center,15000,Grand Junction,General Operating,Education,
El Pomar Foundation,2011,Western Slope,Mesa,Pro Bono Project of Mesa County,2500,Grand Junction,Program,Legal Services,
El Pomar Foundation,2011,Western Slope,Mesa,Western Slope Center for Children,10000,Grand Junction,Program,Abuse & Neglect Prevention,
El Pomar Foundation,2011,Western Slope,Mesa,Grand Valley Catholic Outreach,5000,Grand Junction,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Western Slope,Mesa,Hilltop Health Services Corporation,5000,Grand Junction,Program,Human Services,
El Pomar Foundation,2011,Western Slope,Mesa,"Homeward Bound of the Grand Valley, Inc.",5000,Grand Junction,Program,Human Services,
El Pomar Foundation,2011,Western Slope,Mesa,Kids Aid,2500,Grand Junction,Program,Human Services,
El Pomar Foundation,2011,Western Slope,Mesa,Lighthouse Gospel Ministries,5000,Grand Junction,Program,Human Services,
El Pomar Foundation,2011,Western Slope,Mesa,"Marillac Clinic, Inc.",7500,Grand Junction,Program,Human Services,
El Pomar Foundation,2011,Western Slope,Mesa,Western Council Boy Scouts of America,7500,Grand Junction,Student Aid/Scholarship,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Mesa,"Mesa Youth Services, Inc.",4000,Grand Junction,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Mesa,Grand Junction Central High School,38500,Grand Junction,Program,Education,
El Pomar Foundation,2011,Western Slope,Mesa,Grand Junction High School,28000,Grand Junction,Program,Education,
El Pomar Foundation,2011,Western Slope,Mesa,Mesa County Business Education Foundation,1500,Grand Junction,General Operating,Education,
El Pomar Foundation,2011,Western Slope,Mesa,Mesa State College Foundation,1500,Grand Junction,Student Aid/Scholarship,Education,
El Pomar Foundation,2011,Western Slope,Mesa,"Mesa Youth Services, Inc.",1500,Grand Junction,General Operating,Education,
El Pomar Foundation,2011,Western Slope,Mesa,Riverside Educational Center,10000,Grand Junction,General Operating,Education,
El Pomar Foundation,2011,Western Slope,Mesa,Western Colorado Math and Science Center,50000,Grand Junction,Program,Education,
El Pomar Foundation,2011,Western Slope,Pitkin,Theatre Aspen,10000,Aspen,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Western Slope,Pitkin,Aspen Valley Ski/Snowboard Club,5000,Aspen,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Western Slope,Pitkin,Aspen Homeless Shelter,5000,Aspen,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2011,Western Slope,Pitkin,"Buddy Program, Inc.",5000,Aspen,Program,Children and Youth Services,
El Pomar Foundation,2011,Western Slope,Pitkin,Aspen Community Foundation,4500,Aspen,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Western Slope,Pitkin,Aspen Valley Medical Foundation Limited,5000,Aspen,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Western Slope,Pitkin,Pitkin County Health and Human Services,4500,Aspen,Program,Human Services,
El Pomar Foundation,2011,Western Slope,Pitkin,"Hospice of the Valley, Inc.",1500,Basalt,General Operating,Hospice,
Gates Family Foundation,2011,Western Slope,Delta,High Country News,30000,Paonia,General Operating,"Arts, Culture & Humanities ",
Gates Family Foundation,2011,Western Slope,Delta,North Fork River Improvement Association,28000,Paonia,Capital,"Environment, Conservation",
Gates Family Foundation,2011,Western Slope,Mesa,Grand Valley Catholic Outreach,100000,Grand Junction,Capital,Children and Youth Services,
Gates Family Foundation,2011,Western Slope,Mesa,Mesa Land Trust,10000,Grand Junction,Capital,"Environment, Conservation",
Gates Family Foundation,2011,Western Slope,Mesa,Mesa County Partners,50000,Grand Junction,Capital,"Community, Public Affairs",
Gates Family Foundation,2011,Western Slope,Mesa,"Strong Families, Safe Kids",40000,Grand Junction,Capital,Children and Youth Services,
Gates Family Foundation,2011,Western Slope,Pitkin,Aspen Center for Environmental Studies,90000,Aspen,Capital,Education,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Garfield,Colorado Mountain College Foundation,40000,Glenwood Springs,Student Aid/Scholarship,Education,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Garfield,Columbine Home Health,25000,Glenwood Springs,General Operating,Health                                                                     ,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Garfield,Family Visitor Program of Garfield County,20000,Glenwood Springs,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Garfield,Mpower,7500,New Castle,General Operating,,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Garfield,YouthZone,20000,Glenwood Springs,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Mesa,"Child and Migrant Services, Inc.",15000,Palisade,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Mesa,Grand Valley Catholic Outreach,10000,Grand Junction,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Mesa,Grand Valley Catholic Outreach,22500,Grand Junction,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Mesa,"Hilltop Community Resources, Inc.",27500,Grand Junction,General Operating,"Community, Public Affairs",
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,10000,Grand Junction,Program,Hospice,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Mesa,"Marillac Clinic, Inc.",20000,Grand Junction,Program,Health                                                                     ,
Helen K. and Arthur E. Johnson Foundation,2011,Western Slope,Mesa,Western Slope Center for Children,10000,Grand Junction,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Western Slope,Delta,North Fork Community Montessori School,15000,Hotchkiss,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Delta,Delta County School District #50,14000,Delta,Program,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Delta,Delta County Joint School District No. 50,12000,Delta,Other,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Delta,Little Sprouts Community Preschool,10000,Cedaredge,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Delta,Little Sprouts Community Preschool,4278,Cedaredge,Other,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Western Slope,Eagle,Early Childhood Partners,15000,Eagle,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Western Slope,Eagle,The Literacy Project,10000,Minturn,Program,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Garfield,"Family Visitor Program of Garfield County, Inc.",65000,Glenwood Springs,General Operating,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2011,Western Slope,Garfield,Our School,25000,Glenwood Springs,Other,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Garfield,Mountain Board of Cooperative Educational Services,25000,Glenwood Springs,Program,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Garfield,New Creation Church of Glenwood,20000,Glenwood Springs,Other,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Garfield,Early Childhood Network,15000,Glenwood Springs,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,12000,Glenwood Springs,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Garfield,Garfield County School District 16,10000,Parachute,Program,Education,
Temple Hoyne Buell Foundation,2011,Western Slope,Garfield,Valley View Hospital Foundation,10000,Glenwood Springs,Capital,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Western Slope,Mesa,Mesa District Group of CAEYC,45000,Grand Junction,Program,,
Temple Hoyne Buell Foundation,2011,Western Slope,Mesa,Hilltop Health Services Corporation,35000,Grand Junction,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Western Slope,Mesa,Hilltop Health Services Corporation,30000,Grand Junction,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Western Slope,Mesa,Hilltop Health Services Corporation,25000,Grand Junction,General Operating,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Western Slope,Mesa,"Strong Families, Safe Kids",20000,Grand Junction,Capital,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Western Slope,Mesa,"Strong Families, Safe Kids",12000,Grand Junction,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Western Slope,Mesa,Grand Junction Imagination Library,5000,Grand Junction,General Operating,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2011,Western Slope,Pitkin,Rural Resort Region Early Childhood Council,75000,Aspen,Program,Children and Youth Services,
The Colorado Health Foundation,2011,Western Slope,Eagle,Youth Foundation,134775,Avon,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Garfield,"Colorado West Regional Mental Health, Inc",10000,Glenwood Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Garfield,Grand River Hospital District Memorial Trust Fund,400000,Rifle,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Garfield,Mountain Family Health Center,225000,Glenwood Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Garfield,The Manaus Fund,124080,Carbondale,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Mesa,Colorado Mesa University,471493,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Mesa,Grand Valley Catholic Outreach,75000,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Mesa,Hilltop Health Services Corporation,15000,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Mesa,Mesa County Valley School District,13500,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Mesa,Rocky Mountain Health Plans Foundation,139104,Grand Junction,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Western Slope,Pitkin,Children's Health Foundation,525079,Aspen,Program,Health                                                                     ,
The Colorado Trust,2011,Western Slope,Eagle,Doctors Plus of Colorado,5000,Avon,General Operating,Health                                                                     ,
The Colorado Trust,2011,Western Slope,Eagle,Roundup River Ranch,5000,Avon,General Operating,Children and Youth Services,
The Colorado Trust,2011,Western Slope,Garfield,Colorado Mountain College Foundation,5000,Glenwood Springs,General Operating,Education,
The Colorado Trust,2011,Western Slope,Mesa,Grand Valley Public Radio Company,2000,Grand Junction,General Operating,"Arts, Culture & Humanities ",
The Colorado Trust,2011,Western Slope,Mesa,"Western Colorado Center for the Arts, Inc.",2000,Grand Junction,General Operating,"Arts, Culture & Humanities ",
The Colorado Trust,2011,Western Slope,Mesa,Grand Valley Recreation Resources,10000,Grand Junction,General Operating,"Community, Public Affairs",
The Colorado Trust,2011,Western Slope,Mesa,"Mesa County Land Conservancy, Inc.",5000,Grand Junction,General Operating,"Environment, Conservation",
The Colorado Trust,2011,Western Slope,Mesa,Riverside Educational Center,5000,Grand Junction,General Operating,Education,
The Colorado Trust,2011,Western Slope,Mesa,"Western Colorado Center for the Arts, Inc.",10000,Grand Junction,General Operating,"Arts, Culture & Humanities ",
The Colorado Trust,2011,Western Slope,Mesa,Western Colorado Math and Science Center,10000,Grand Junction,General Operating,Education,
The Colorado Trust,2011,Western Slope,Mesa,Western Slope Center for Children,5000,Grand Junction,General Operating,Children and Youth Services,
The Colorado Trust,2011,Western Slope,Pitkin,"The Buddy Program, Inc.",5000,Aspen,General Operating,Children and Youth Services,
Adolph Coors Foundation,2012,Western Slope,Eagle,SOS Outreach,10000,Avon,General Operating,,,,,,
Adolph Coors Foundation,2012,Western Slope,Garfield,Garfield County Public Library Foundation,10000,Rifle,Capital,"Community, Public Affairs",,,,,
Adolph Coors Foundation,2012,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,10000,Grand Junction,General Operating,Hospice,,,,,
Adolph Coors Foundation,2012,Western Slope,Mesa,Mesa Youth Services,15000,Grand Junction,General Operating,Children and Youth Services,,,,,
Adolph Coors Foundation,2012,Western Slope,Pitkin,The Buddy Program,10000,Aspen,General Operating,Children and Youth Services,,,,,
Anschutz Family Foundation,2012,Western Slope,Delta,The Abraham Connection,7500,Delta,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Western Slope,Delta,Spirit Wind Horse Rescue,2500,Hotchkiss,Program,Humane Animal Services,,,,,
Anschutz Family Foundation,2012,Western Slope,Delta,"VOANS Senior Community Meals, Inc. ",7500,Eckert,General Operating,Senior Programs,,,,,
Anschutz Family Foundation,2012,Western Slope,Delta,North Fork Community Montessori School,5000,Hotchkiss,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,CASA of Mesa County,5000,Grand Junction,General Operating,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,Colorado Discover Ability,5000,Grand Junction,General Operating,Disabled,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc. ",7500,Grand Junction,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,Grand Junction Community Homeless Shelter,7500,Grand Junction,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,"Karis, Inc. ",7500,Grand Junction,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,Child & Migrant Services,5000,Palisade,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,5000,Grand Junction,Program,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,St. Mary's Hospital Foundation,5000,Grand Junction,Program,Senior Programs,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,Girls on the Run of Western Colorado,5000,Grand Junction,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,Mesa County Partners ,5000,Grand Junction,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Western Slope,Mesa,Mesa County Partnership for Children and Families,5000,Grand Junction,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,Western Slope,Eagle,Bright Future Foundation for Eagle County,5000,Avon,Program ,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Western Slope,Eagle,Bravo! Vail Valley Music Festival,5000,Vail,Program,Youth Development,,,,,
Anschutz Family Foundation,2012,Western Slope,Garfield,Third Street Center,7500,Carbondale,General Operating,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,Western Slope,Garfield,Advocate Safehouse Project ,7500,Glenwood Springs,General Operating,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Western Slope,Garfield,"Alpine Legal Services, Inc. ",5000,Glenwood Springs,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,Western Slope,Garfield,Garfield County Libraries,5000,Rifle,Program,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,5000,Glenwood Springs,Program,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,Western Slope,Garfield,Colorado Mountain College Foundation. Inc. ,5000,Glenwood Springs,Program ,Senior Programs,,,,,
Anschutz Family Foundation,2012,Western Slope,Garfield,YouthEntity,5000,Carbondale,General Operating,Youth Development,,,,,
