funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
El Pomar Foundation,2013,Mountain,Eagle,Literacy Project,2500.00,Minturn,General Operating,Education,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Mountain Valley Developmental Services,10000.00,Glenwood Springs,General Operating,Human Services,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,Vail Valley Foundation,2500.00,Vail,Program,Education,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,Walking Mountains,2500.00,Avon,General Operating,Civic and Community,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Pitkin,"Woody Creek Community Center, Inc",2500.00,Woody Creek,Program,Health,9/29/13,,,,
El Pomar Foundation,2013,Mountain,Pitkin,Aspen Community Foundation,3000.00,Aspen,Program,Education,8/20/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Carbondale Clay Center,1500.00,Carbondale,General Operating,Arts and Culture,8/20/13,,,,
El Pomar Foundation,2013,Mountain,Lake,Cloud City Conservation Center,1000.00,Leadville,Program,Civic and Community,8/20/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,"Early Childhood Partners, Inc.",2000.00,Eagle,Program,Education,8/20/13,,,,
El Pomar Foundation,2013,Mountain,Lake,Lake County Human Services,10000.00,Leadville,Program,Civic and Community,8/20/13,,,,
El Pomar Foundation,2013,Mountain,Lake,St. Vincent Hospital Foundation,25000.00,Leadville,Capital,Health,8/20/13,,,,
El Pomar Foundation,2013,Mountain,Summit,"Summit Community Care Clinic, Inc.",25000.00,Frisco,General Operating,Health,8/20/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,The Foundation of Trustees for the Family Learning Center,5000.00,Edwards,General Operating,Education,8/20/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,"Habitat for Humanity of Eagle and Lake Counties, Inc.",25000.00,Avon,Capital,Human Services,5/8/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Windwalkers Equine Assisted Learning and Therapy Center,1000.00,Carbondale,Capital,Civic and Community,5/8/13,,,,
El Pomar Foundation,2013,Mountain,Summit,"Zoomers, Inc.",5000.00,Dillon,General Operating,Human Services,5/8/13,,,,
El Pomar Foundation,2013,Mountain,Summit,Bristlecone Foundation,5000.00,Frisco,Program,Health,2/27/13,,,,
El Pomar Foundation,2013,Mountain,Eagle,Can Do Multiple Sclerosis,5000.00,Edwards,General Operating,Health,2/27/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Colorado West Inc.,20000.00,Glenwood Springs,Program,Health,2/27/13,,,,
El Pomar Foundation,2013,Mountain,Garfield,Garfield County Public Library Foundation,10000.00,Rifle,Capital,Education,2/27/13,,,,
Helen K. and Arthur E. Johnson Foundation,2009,Mountain,Garfield,"Advocate Safehouse Project, Inc.",12500.00,Glenwood Springs,General Operating,"Domestic Violence Shelters, Services",,,,,
Helen K. and Arthur E. Johnson Foundation,2009,Mountain,Garfield,Colorado Mountain College Foundation,40000.00,Glenwood Springs,Student Aid/Scholarship,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,Mountain,Garfield,Columbine Home Health,25000.00,Glenwood Springs,General Operating,Health                                                                     ,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,Mountain,Garfield,Family Visitor Program of Garfield County,20000.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2009,Mountain,Garfield,YouthZone,20000.00,Glenwood Springs,General Operating,,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,Mountain,Garfield,"Advocate Safehouse Project, Inc.",10000.00,Glenwood Springs,General Operating,"Domestic Violence Shelters, Services",,,,,
Helen K. and Arthur E. Johnson Foundation,2010,Mountain,Garfield,Colorado Mountain College Foundation,40000.00,Glenwood Springs,Student Aid/Scholarship,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,Mountain,Garfield,Columbine Home Health,25000.00,Glenwood Springs,General Operating,Health                                                                     ,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,Mountain,Garfield,Family Visitor Program of Garfield County,20000.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2010,Mountain,Garfield,YouthZone,20000.00,Glenwood Springs,General Operating,,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,Mountain,Garfield,Colorado Mountain College Foundation,40000.00,Glenwood Springs,Student Aid/Scholarship,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,Mountain,Garfield,Columbine Home Health,25000.00,Glenwood Springs,General Operating,Health                                                                     ,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,Mountain,Garfield,Family Visitor Program of Garfield County,20000.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2011,Mountain,Garfield,Mpower,7500.00,New Castle,General Operating,,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,Mountain,Garfield,YouthZone,20000.00,Glenwood Springs,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Mountain,Garfield,"Colorado Mountain College Foundation, Inc.",40000.00,Glenwood Springs,Program,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Mountain,Garfield,Family Visitor Program of Garfield County,20000.00,Glenwood Springs,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Mountain,Garfield,YouthZone,20000.00,Glenwood Springs,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Mountain,Garfield,Columbine Home Health,15000.00,Glenwood Springs,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Mountain,Garfield,Advocate Safehouse Project,12500.00,Glenwood Springs,Program,"Domestic Violence Shelters, Services",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Mountain,Garfield,Mpower,7500.00,New Castle,Program,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2013,Mountain,Garfield,Advocate Safehouse Project,12500.00,Glenwood Springs,General Support,Domestic Violence,12/5/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,Mountain,Garfield,Colorado Mountain College Foundation Inc,50000.00,Glenwood Springs,Program,Public Higher,6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,Mountain,Garfield,Columbine Home Health,15000.00,Glenwood Springs,General Operating,Home Health Care,6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,Mountain,Garfield,Family Visitor Program Of Garfield County Inc,20000.00,Glenwood Springs,General Operating,Child Abuse Prevention,6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,Mountain,Garfield,Mpower,10000.00,New Castle,General Operating,Youth Development,12/6/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,Mountain,Garfield,Youthzone,20000.00,Glenwood Springs,General Operating,Youth Development,12/6/13,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Blue Lake Preschool,10000.00,Carbondale,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Blue Lake Preschool,15000.00,Carbondale,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Blue Lake Preschool,6300.00,Carbondale,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Summit,Breckenridge Montessori,15000.00,Breckenridge,Capital,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Summit,Breckenridge Montessori,4000.00,Breckenridge,Other,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Colorado Mountain College Foundation,18000.00,Glenwood Springs,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Eagle,Eagle Valley Child Care Association,12000.00,Vail,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Eagle,"Early Childhood Partners, Inc.",15000.00,Eagle,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Elbie and Wilma Gann Memorial Foundation,5350.00,Carbondale,Other,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Family Visitor Program of Garfield County,60000.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Holy Cross Preschool,4000.00,Glenwood Springs,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Pitkin,"Kids First, City of Aspen",70000.00,Aspen,Program,,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Pitkin,"Kids First, City of Aspen",15000.00,Aspen,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Lake,Lake County School District,15000.00,Leadville,Program,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Lake,Lake County School District,9500.00,Leadville,Program,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Lake,Lake County School District R-1,35000.00,Leadville,Program,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Lake,Lake County School District R-1,7400.00,Leadville,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Lake,Lake County School District R-2,35000.00,Leadville,Program,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,New Creation Church,15000.00,Glenwood Springs,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,New Creation Church,5000.00,Glenwood Springs,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,New Creation Church,4000.00,Glenwood Springs,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Our School,25000.00,Glenwood Springs,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Roaring Fork School District RE-1,2810.00,Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Roaring Fork School District RE-1,2810.00,Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Eagle,Roaring Fork School District RE-1,1610.00,Basalt,Other,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Pitkin,Roaring Fork Valley Early Learning Fund,12000.00,Aspen,Program,Education,,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Summit,Summit County Family Resource Center,30000.00,Dillon,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2009,Mountain,Garfield,Yampah Mountain High School,25000.00,Glenwood Springs,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Pitkin,Rural Resort Region Early Childhood Council,75000.00,Aspen,Other,Education,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Garfield,Family Visitor Programs,65000.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Eagle,Eagle Valley Child Care Association,35000.00,Vail,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Summit,Summit County Department of Human Services,25000.00,Frisco,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Garfield,Mountain Board of Cooperative Educational Services,25000.00,Glenwood Springs,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Garfield,Valley View Hospital Foundation,15000.00,Glenwood Springs,Capital,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Garfield,Garfield County School District 16,15000.00,Parachute,Program,Education,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Garfield,Roaring Fork Valley Early Learning Fund,12000.00,Glenwood Springs,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Lake,"Full Circle of Lake County, Inc.",10000.00,Leadville,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Eagle,The Literacy Project,10000.00,Minturn,Program,Education,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Garfield,Elbie and Wilma Gann Memorial Foundation,8000.00,Carbondale,Other,Education,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Summit,Family Wellness Center,5000.00,Frisco,Program,,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Garfield,Roaring Fork School District No RE-1,4000.00,Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Garfield,Roaring Fork School District No RE-1,2425.00,Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2010,Mountain,Eagle,Roaring Fork School District No RE-1,2000.00,Basalt,Other,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Pitkin,Rural Resort Region Early Childhood Council,75000.00,Aspen,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Garfield,"Family Visitor Program of Garfield County, Inc.",65000.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Lake,Lake County School District R-1,39000.00,Leadville,Other,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Summit,Summit County Family Resource Center,30000.00,Dillon,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Garfield,Our School,25000.00,Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Garfield,Mountain Board of Cooperative Educational Services,25000.00,Glenwood Springs,Program,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Garfield,New Creation Church of Glenwood,20000.00,Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Summit,Summit County Department of Human Services,20000.00,Frisco,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Garfield,Early Childhood Network,15000.00,Glenwood Springs,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Eagle,Early Childhood Partners,15000.00,Eagle,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Garfield,Roaring Fork Valley Early Learning Fund,12000.00,Glenwood Springs,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Summit,Family Wellness Center,10000.00,Frisco,Other,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Lake,Full Circle of Lake County,10000.00,Leadville,Program,,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Garfield,Garfield County School District 16,10000.00,Parachute,Program,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Eagle,The Literacy Project,10000.00,Minturn,Program,Education,,,,,
Temple Hoyne Buell Foundation,2011,Mountain,Garfield,Valley View Hospital Foundation,10000.00,Glenwood Springs,Capital,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,Family Visitor Program of Garfield County,60000.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Pitkin,Rural Resort Region Early Childhood Council,60000.00,Aspen,Other,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Lake,Wee Care of Lake City,50000.00,Lake City,Capital,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Summit,Summit County Family Resource Center,45000.00,Dillon,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Lake,Lake County School District R-1,39000.00,Leadville,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Eagle,Eagle Valley Child Care Association,35000.00,Vail,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Eagle,Eagle County School District RE-50J,25000.00,Eagle,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,Roaring Fork School District RE-1,25000.00,Carbondale,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,Mountain Board of Cooperative Educational Services,25000.00,Glenwood Springs,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Eagle,Foundation of Trustees for the Family Learning Center,20000.00,Edwards,student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,Garfield County Public Library Foundation,20000.00,Rifle,Capital,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,The Manaus Fund,20000.00,Carbondale,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Eagle,The Youth Foundation,20000.00,Edwards,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,New Creation Church of Glenwood,18000.00,Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,Early Childhood Network,15000.00,Glenwood Springs,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Eagle,Early Childhood Partners,15000.00,Eagle,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,Our School,15000.00,Glenwood Springs,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,Garfield County School District 16,10480.00,Parachute,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Eagle,The Literacy Project,10000.00,Minturn,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Eagle,Red Ribbon Project,8000.00,Avon,Program,,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Summit,Summit County Department of Human Services,7000.00,Frisco,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Garfield,Mountain Family Health Center,6600.00,Glenwood Springs,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Mountain,Summit,"Zoomers, Inc.",5000.00,Dillon,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Lake,Center Preschool,35000.00,Leadville,General Operating,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Children's Mini College,10000.00,Glenwood Springs,General Operating,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Eagle,Eagle Valley Child Care Association,40000.00,Vail,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Early Childhood Network,15000.00,Glenwood Springs,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Eagle,Early Childhood Partners,18000.00,Eagle,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Summit,Family & Intercultural Resource Center,45000.00,Dillon,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Family Visitor Programs,65000.00,Glenwood Springs,General Operating,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Lake,Full Circle of Lake County,10000.00,Leadville,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Garfield County Libraries,20000.00,Rifle,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Grand Valley Center for Family Learning,8925.00,Parachute,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Eagle,Growing Years School,10000.00,Basalt,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Summit,Lake Dillon Preschool and Early Learning Center,10000.00,Dillon,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Manaus Fund,20000.00,Carbondale,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Mount Sopris Montessori School,10000.00,Carbondale,General Operating,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Mount Sopris Montessori School,15000.00,Carbondale,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,New Creation Preschool,10000.00,Glenwood Springs,General Operating,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,New Creation Preschool,5000.00,Glenwood Springs,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Eagle,Red Ribbon Project,8000.00,Avon,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Roaring Fork Family Resource Centers,25000.00,Carbondale,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Roaring Fork Valley Early Learning Fund,15000.00,Glenwood Springs,General Operating,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Rural Resort Region Early Childhood Council,45000.00,Glenwood Springs,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Summit,Summit County Preschool,7500.00,Frisco,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Summit,Summit County Youth and Family Services,7000.00,Frisco,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Garfield,Yampah Mountain High School,25000.00,Glenwood Springs,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Mountain,Eagle,Youth Foundation,30000.00,Vail,Program,Early Childhood,,,,,
The Colorado Health Foundation,2009,Mountain,Pitkin,Children's Health Foundation,137000.00,Aspen,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Pitkin,Children's Health Foundation,20000.00,Aspen,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Eagle,Eagle County School District,19700.00,Eagle,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Eagle,"Early Childhood Partners, Inc.",25000.00,Eagle,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Garfield,Grand River Hospital District Memorial Trust Fund,14500.00,Rifle,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Garfield,Grand River Hospital District Memorial Trust Fund,200000.00,Rifle,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Garfield,Mountain Family Health Center,450000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Garfield,Mountain Family Health Center,300000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Garfield,Roaring Fork (RE-1) School District,120000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Lake,St. Vincent General Hospital,10000.00,Leadville,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Summit,Summit Community Care Clinic,600000.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Summit,Summit Community Care Clinic,20000.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Summit,Summit Community Care Clinic,61000.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Summit,Summit Community Care Clinic,6500.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Summit,Summit Foundation,10000.00,Breckenridge,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Eagle,Western Eagle County Ambulance District,100000.00,Eagle,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Mountain,Eagle,Youth Foundation,225988.00,Edwards,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Pitkin,Children's Health Foundation,435000.00,Aspen,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Summit,Family and Intercultural Resource Center,97157.00,Dillon,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Garfield,Grand River Hospital District Memorial Trust Fund,400000.00,Rifle,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Garfield,Mountain Family Health Center,500000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Eagle,Roaring Fork (RE-1) School District,120000.00,Basalt,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Summit,Summit Community Care Clinic,372228.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Summit,Summit Community Care Clinic,172196.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Summit,Summit Foundation,10000.00,Breckenridge,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Summit,Summit Prevention Alliance,54364.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Summit,The Family Wellness Center,15000.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Mountain,Eagle,Vail Valley Foundation,25000.00,Vail,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Mountain,Pitkin,Children's Health Foundation,525079.00,Aspen,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Mountain,Garfield,"Colorado West Regional Mental Health, Inc",10000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Mountain,Garfield,Grand River Hospital District Memorial Trust Fund,400000.00,Rifle,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Mountain,Garfield,Mountain Family Health Center,225000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Mountain,Summit,Summit Community Care Clinic,268751.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Mountain,Summit,Summit County Child Care Resource and Referral Agency,95076.00,Dillon,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Mountain,Garfield,The Manaus Fund,124080.00,Carbondale,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Mountain,Eagle,Youth Foundation,134775.00,Avon,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2012,Mountain,Pitkin,Children's Health Foundation,112551.00,Aspen,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Garfield,"Colorado West, Inc.",200000.00,Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Eagle,Eagle County Government,86000.00,Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Eagle,Eagle County School District,489458.00,Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Garfield,Family Visitor Program of Garfield County,237716.00,Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Garfield,Mountain Family Heatlh Center,400000.00,Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Summit,"NWCCOG Foundation, Inc.",65000.00,Silverthorne,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Summit,Summit County Care Clinic,957000.00,Frisco,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Summit,Summit County Child Care Resource and Referral,432346.00,Dillon,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Summit,Summit County Family Resource Center,40841.00,Dillon,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Summit,The Family Wellness Center,15000.00,Frisco,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Garfield,The Manaus Fund,210816.00,Carbondale,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Eagle,Western Eagle County Ambulance District,75000.00,Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,Mountain,Eagle,Youth Foundation,368700.00,Avon,Program,Health,,,,,
The Colorado Health Foundation,2013,Mountain,Eagle,Eagle County Public Health Department,222666.00,Eagle,Program,,3/4/13,,,,
The Colorado Health Foundation,2013,Mountain,Garfield,Colorado Mountain College Foundation,559276.00,Glenwood Springs,Program,,2/21/13,,,,
The Colorado Health Foundation,2013,Mountain,Garfield,Mountain Family Health Centers,899063.00,Glenwood Springs,Program,,5/23/13,,,,
