Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
El Pomar Foundation,2013,Northeast,Yuma,Yuma District Hospital Foundation,"$2,500.00",Yuma,Capital,Health,12/17/13
El Pomar Foundation,2013,Northeast,Yuma,"Grassroots Foundation, Inc.","$5,000.00",Joes,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Northwest,Grand,Advocates Victim Assistance Team,"$5,000.00",Hot Sulphur Springs,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Northwest,Grand,Advocates Victim Assistance Team,"$5,000.00",Hot Sulphur Springs,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Northwest,Grand,Mountain Family Center,"$5,000.00",Hot Sulphur Springs,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Northwest,Moffat,"Northwest Colorado Dental Coalition, Inc.","$10,000.00",Craig,General Operating,Health,9/29/13
El Pomar Foundation,2013,Northwest,Rio Blanco,Colorado Northwestern Community College,"$25,000.00",Rangley,Capital,Education,12/17/13
El Pomar Foundation,2013,Northwest,Rio Blanco,Colorado Northwestern Community College Foundation,"$2,500.00",Rangely,General Operating,Education,9/29/13
El Pomar Foundation,2013,Northwest,Routt,Yampa Valley Partners,"$7,500.00",Craig,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Northwest,Routt,Hayden School District RE-1,"$2,500.00",Hayden,Program,Education,9/29/13
El Pomar Foundation,2013,Northwest,Routt,Yampa Valley Partners,"$2,500.00",Craig,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Northwest,Routt,Rocky Mountain Youth Corps,"$5,000.00",Steamboat Springs,General Operating,Civic and Community,8/20/13
El Pomar Foundation,2013,Northwest,Routt,Strings Music Festival,"$10,000.00",Steamboat Springs,General Operating,Arts and Culture,2/27/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.","$5,000.00",Alamosa,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.","$5,000.00",Alamosa,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.","$5,000.00",Alamosa,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.","$5,000.00",Alamosa,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Local Foods Coalition,"$5,000.00",Alamosa,Program,Human Services,12/17/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,Adams State University Foundation,"$10,000.00",Alamosa,Program,Education,9/29/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.","$7,500.00",Alamosa,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"La Puente Home, Inc.","$5,000.00",Alamosa,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,Adams State University Foundation,"$5,000.00",Alamosa,Program,Education,8/20/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,Alamosa Fire Department,"$4,990.00",Alamosa,Capital,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,"$7,935.09",Alamosa,Program,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,"Tu Casa, Inc.","$25,000.00",Alamosa,Capital,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,Adams State University Foundation,"$45,000.00",Alamosa,Program,Education,5/8/13
El Pomar Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,"$5,000.00",Alamosa,Program,Education,2/27/13
El Pomar Foundation,2013,San Luis Valley,Costilla,Costilla County Fire Protection District,"$6,000.00",Fort Garland,Capital,Human Services,
El Pomar Foundation,2013,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.","$2,500.00",Del Norte,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Monte Vista Community Fund,"$2,500.00",Monte Vista,Program,Education,12/17/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Rio Grande County,"$16,263.00",Del Norte,Program,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Rio Grande Family Development Center & Family Services,"$20,000.00",Del Norte,Program,Education,8/20/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust ,"$25,000.00",Monte Vista,General Operating,Civic and Community,8/20/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,The Del Norte Fire Protection District - Del Norte VFD,$400.00,Del Norte,Capital,Human Services,8/20/13
El Pomar Foundation,2013,San Luis Valley,Rio Grande,Upper Rio Grande Animal Society (URGAS),"$10,000.00",Monte Vista,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,San Luis Valley,Saguache,Rio Grande Watershed Conservation & Education Initiative,"$2,500.00",Center,Program,Civic and Community,2/27/13
El Pomar Foundation,2013,San Juan,Gunnison,Gunnison County,"$20,000.00",Gunnison,Program,Health,12/17/13
El Pomar Foundation,2013,San Juan,Gunnison,Gunnison Watershed School District RE 1J,"$53,000.00",Gunnison,Program,Education,12/17/13
El Pomar Foundation,2013,San Juan,Gunnison,Crested Butte Mountain Educational Radio,"$5,000.00",Crested Butte,Capital,Arts and Culture,9/29/13
El Pomar Foundation,2013,San Juan,Gunnison,Gunnison Council for the Arts,"$3,200.00",Gunnison,General Operating,Arts and Culture,9/29/13
El Pomar Foundation,2013,San Juan,Gunnison,Gunnison Watershed School District RE 1J,"$1,800.00",Gunnison,Program,Education,9/29/13
El Pomar Foundation,2013,San Juan,Gunnison,"Six Points Evaluation and Training, Inc.","$15,000.00",Gunnison,Capital,Human Services,9/29/13
El Pomar Foundation,2013,San Juan,Gunnsion,City of Gunnison,"$10,000.00",Gunnison,Capital,Civic and Community,8/20/13
El Pomar Foundation,2013,San Juan,Montrose,Nucla Public Library,"$2,800.00",Nucla,Capital,Education,12/17/13
El Pomar Foundation,2013,San Juan,Montrose,"Black Canyon Boys & Girls Club, Inc.","$5,000.00",Montrose,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,San Juan,Montrose,"Maslow Academy of Applied Learning, Inc.","$5,000.00",Montrose,Program,Education,9/29/13
El Pomar Foundation,2013,San Juan,Montrose,The 7th Judicial District Child Advocacy Center,"$2,500.00",Montrose,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,San Juan,Montrose,"Welcome Home Montrose, Inc.","$2,500.00",Montrose,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,San Juan,Montrose,"CASA of the Seventh Judicial District, Inc.","$5,000.00",Montrose,General Operating,Human Services,8/20/13
El Pomar Foundation,2013,San Juan,Montrose,Hilltop Health Services Corporation,"$54,598.00",Grand Junction,Program,Education,8/20/13
El Pomar Foundation,2013,San Juan,Montrose,Magic Circle Players,"$10,000.00",Montrose,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,San Juan,Ouray,Ouray County,"$20,000.00",Ouray,Capital,Civic and Community,12/17/13
El Pomar Foundation,2013,San Juan,Ouray,Animal Humane Society of Ouray County,"$20,000.00",Ridgway,Capital,Civic and Community,9/29/13
El Pomar Foundation,2013,San Juan,Ouray,Friends of the Ouray Public Library,"$2,500.00",Ouray,General Operating,Education,9/29/13
El Pomar Foundation,2013,San Juan,Ouray,Friends of the Wright Opera House,"$25,000.00",Ouray,Capital,Arts and Culture,9/29/13
El Pomar Foundation,2013,San Juan,Ouray,Ouray County Food Pantry,"$2,500.00",Ouray,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,San Juan,San Miguel,Bright Futures,"$87,000.00",Telluride,Program,Education,12/17/13
El Pomar Foundation,2013,San Juan,San Miguel,San Miguel Mentoring Program,"$2,000.00",Telluride,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,San Juan,San Miguel,Wright Stuff Community Foundation,"$5,000.00",Norwood,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,San Juan,San Miguel,"University Centers of the San Miguel, Inc.","$5,000.00",Telluride,General Operating,Education,5/8/13
El Pomar Foundation,2013,San Juan,San Miguel,Telluride Foundation,"$12,000.00",Telluride,Program,Civic and Community,2/27/13
El Pomar Foundation,2013,Southeast,Crowley,Crowley County,"$2,500.00",Ordway,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Southeast,Crowley,"Grand Friends, Inc.","$15,000.00",Rocky Ford,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Southeast,Huerfano,"Spanish Peaks Community Foundation, Inc.","$5,000.00",Walsenburg,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Southeast,Huerfano,Huerfano County,"$7,460.00",Walsenburg,Program,Human Services,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center","$5,000.00",Trinidad,General Operating,Health,9/29/13
El Pomar Foundation,2013,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center","$2,500.00",Trinidad,General Operating,Health,9/29/13
El Pomar Foundation,2013,Southeast,Las Animas,Fisher's Peak Fire Protection District,"$10,000.00",Trinidad,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center","$75,000.00",Trinidad,General Operating,Health,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,Stonewall Fire Protection District,"$6,000.00",Weston,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,Trinidad Area Health Association,"$25,000.00",Trinidad,Capital,Health,8/20/13
El Pomar Foundation,2013,Southeast,Las Animas,Arthur Roy Mitchell Memorial,"$10,000.00",Trinidad,Capital,Arts and Culture,2/27/13
El Pomar Foundation,2013,Southeast,Otero,Clean Valley Recycling,"$5,000.00",Swink,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southeast,Otero,"Arkansas Valley Hospice, Inc.","$1,500.00",La Junta,General Operating,Health,9/29/13
El Pomar Foundation,2013,Southeast,Otero,Friends of the Rocky Ford Library,"$2,000.00",Rocky Ford,General Operating,Education,9/29/13
El Pomar Foundation,2013,Southeast,Otero,"Koshare Foundation, Inc.","$5,000.00",La Junta,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Southeast,Otero,"La Junta Associated Charities, Inc.","$15,000.00",La Junta,General Operating,Human Services,8/20/13
El Pomar Foundation,2013,Southeast,Prowers,"Arkansas Valley Wind and Percussion Ensemble, Inc.","$2,500.00",Lamar,General Operating,Arts and Culture,12/17/13
El Pomar Foundation,2013,Southeast,Prowers,Prowers Medical Center Foundation,"$5,000.00",Lamar,General Operating,Health,9/29/13
El Pomar Foundation,2013,Southeast,Prowers,High Plains Community Health Center,"$50,000.00",Lamar,Program,Health,8/20/13
El Pomar Foundation,2013,Southeast,Prowers,Wiley School District,"$10,000.00",Wiley,Capital,Education,2/27/13
El Pomar Foundation,2013,Southwest,Archuleta,Archuleta County School District 50JT,"$5,000.00",Pagosa Springs,Program,Health,12/17/13
El Pomar Foundation,2013,Southwest,Archuleta,Community United Methodist Church,"$10,000.00",Pagosa Springs,Program,Education,12/17/13
El Pomar Foundation,2013,Southwest,Archuleta,Seeds of Learning,"$5,000.00",Pagosa Springs,Program,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,Archuleta,Community United Methodist Church,"$6,000.00",Pagosa Springs,Program,Civic and Community,9/29/13
El Pomar Foundation,2013,Southwest,Archuleta,Thingamajig Theatre Company,"$5,000.00",Pagosa Springs,General Operating,Arts and Culture,9/29/13
El Pomar Foundation,2013,Southwest,Dolores,Dolores County School District RE-2J,"$5,000.00",Dove Creek,Program,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$45,000.00",Durango,Program,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Boys and Girls Club of La Plata County,"$10,000.00",Durango,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,La Plata Family Centers Coalition,"$15,000.00",Durango,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,"La Plata Youth Services, Inc.","$15,000.00",Durango,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$30,000.00",Durango,Capital,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Regional Substance Abuse Prevention Partners - RSAPP,"$10,000.00",Durango,Program,Health,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,San Juan Board of Cooperative Education Services (BOCES),"$10,000.00",Durango,Program,Education,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,San Juan Citizens Alliance,"$2,500.00",Durango,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Southern Ute Indian Tribe,"$7,500.00",Ignacio,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,La Plata,Durango Adult Education Center,"$5,000.00",Durango,General Operating,Education,9/29/13
El Pomar Foundation,2013,Southwest,La Plata,Durango Film Institute,"$3,000.00",Durango,General Operating,Arts and Culture,9/29/13
El Pomar Foundation,2013,Southwest,La Plata,Spring Creek Horse Rescue,"$5,000.00",Bayfield,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Southwest,La Plata,United Way of Southwest Colorado,"$5,000.00",Durango,Program,Human Services,9/29/13
El Pomar Foundation,2013,Southwest,La Plata,Women's Resource Center in Durango,"$7,500.00",Durango,General Operating,Human Services,8/20/13
El Pomar Foundation,2013,Southwest,La Plata,Alternative Horizons Corporation,"$5,000.00",Durango,General Operating,Human Services,2/27/13
El Pomar Foundation,2013,Southwest,Montezuma,Mancos Conservation District,"$5,000.00",Mancos,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,Montezuma,Onward! A Legacy Foundation,"$17,500.00",Cortez,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,Montezuma,Southwest Open School,"$10,000.00",Cortez,General Operating,Education,12/17/13
El Pomar Foundation,2013,Southwest,Montezuma,The Pinon Project,"$7,500.00",Cortez,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Southwest,Montezuma,Habitat for Humanity of Montezuma County,"$2,500.00",Cortez,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Southwest,Montezuma,Onward! A Legacy Foundation,"$2,500.00",Cortez,General Operating,Education,9/29/13
El Pomar Foundation,2013,Southwest,Montezuma,The Bridge Emergency Shelter,"$2,500.00",Cortez,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Southwest,Montezuma,The Pinon Project,"$5,000.00",Cortez,Program,Human Services,9/29/13
El Pomar Foundation,2013,Southwest,Montezuma,Pagosa Crisis Pregnancy Center Inc.,"$2,500.00",Pagosa Springs,Program,Human Services,2/27/13
El Pomar Foundation,2013,Southwest,San Juan,Mountain Studies Institute San Juan Mountains Colorado,"$10,000.00",Silverton,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,San Juan,Silverton Youth Center,"$5,000.00",Silverton,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Southwest,San Juan,San Juan County Historical Society,"$15,000.00",Silverton,Capital,Arts and Culture,2/27/13
El Pomar Foundation,2013,Western Slope,Delta,Blue Sage Center,"$5,000.00",Paonia,General Operating,Arts and Culture,9/29/13
El Pomar Foundation,2013,Western Slope,Delta,City of Delta,"$25,000.00",Delta,Capital,Civic and Community,8/20/13
El Pomar Foundation,2013,Western Slope,Delta,Creamery Arts Center,"$1,500.00",Hotchkiss,General Operating,Arts and Culture,8/20/13
El Pomar Foundation,2013,Western Slope,Delta,Delta County Citizens for Animal Welfare and Shelter,"$10,000.00",Paonia,General Operating,Civic and Community,5/8/13
El Pomar Foundation,2013,Western Slope,Mesa,Community Food Bank,"$5,000.00",Grand Junction,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Western Slope,Mesa,Doors 2 Success,"$1,500.00",Grand Junction,Program,Human Services,12/17/13
El Pomar Foundation,2013,Western Slope,Mesa,Kids Aid,"$2,500.00",Grand Junction,Program,Human Services,12/17/13
El Pomar Foundation,2013,Western Slope,Mesa,Girls on the Run of the Grand Valley,"$5,000.00",Grand Junction,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,"$5,000.00",Grand Junction,Program,Health,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,"Karis, Inc.","$5,000.00",Grand Junction,Program,Human Services,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,Mesa State College Foundation,"$5,000.00",Grand Junction,Program,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,"Mesa Youth Services, Inc.","$2,500.00",Grand Junction,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,Riverside Educational Center,"$2,500.00",Grand Junction,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,Western Council Boy Scouts of America,"$2,500.00",Grand Junction,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Mesa,"Avalon Theatre Foundation, Inc.","$50,000.00",Grand Junction,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Western Slope,Mesa,Grand Junction Imagination Library,"$5,000.00",Grand Junction,Program,Education,8/20/13
El Pomar Foundation,2013,Western Slope,Mesa,Mesa Developmental Services,"$10,000.00",Grand Junction,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Western Slope,Mesa,Western Council Boy Scouts of America,"$7,500.00",Grand Junction,Program,Civic and Community,8/20/13
El Pomar Foundation,2013,Western Slope,Mesa,"Child and Migrant Services, Inc.","$7,500.00",Palisade,General Operating,Human Services,5/8/13
El Pomar Foundation,2013,Western Slope,Mesa,Mesa State College Foundation,"$75,000.00",Grand Junction,Program,Education,5/8/13
El Pomar Foundation,2013,Western Slope,Mesa,Colorado Mesa University,"$50,000.00",Grand Junction,Program,Civic and Community,2/27/13
El Pomar Foundation,2013,Western Slope,Mesa,Mesa County Library District,"$50,000.00",Grand Junction,Capital,Education,2/27/13
El Pomar Foundation,2013,Western Slope,Mesa,"Mesa Youth Services, Inc.","$20,000.00",Grand Junction,Program,Human Services,2/27/13
El Pomar Foundation,2013,Western Slope,Eagle,Red Ribbon Project,"$2,500.00",Avon,General Operating,Health,12/17/13
El Pomar Foundation,2013,Western Slope,Eagle,"Eagle River Watershed Council, Inc.","$2,500.00",Avon,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,Eagle Valley Land Trust,"$5,000.00",Edwards,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,Literacy Project,"$2,500.00",Minturn,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,Vail Valley Foundation,"$2,500.00",Vail,Program,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,Walking Mountains,"$2,500.00",Avon,General Operating,Civic and Community,9/29/13
El Pomar Foundation,2013,Western Slope,Eagle,"Early Childhood Partners, Inc.","$2,000.00",Eagle,Program,Education,8/20/13
El Pomar Foundation,2013,Western Slope,Eagle,The Foundation of Trustees for the Family Learning Center,"$5,000.00",Edwards,General Operating,Education,8/20/13
El Pomar Foundation,2013,Western Slope,Eagle,"Habitat for Humanity of Eagle and Lake Counties, Inc.","$25,000.00",Avon,Capital,Human Services,5/8/13
El Pomar Foundation,2013,Western Slope,Eagle,Can Do Multiple Sclerosis,"$5,000.00",Edwards,General Operating,Health,2/27/13
El Pomar Foundation,2013,Western Slope,Garfield,Access Roaring Fork,"$5,000.00",Carbondale,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Computers for Kids Foundation,"$10,000.00",Carbondale,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Computers for Kids Foundation,"$2,500.00",Carbondale,General Operating,Education,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Life Inter-Faith Team on Unemployment and Poverty,"$10,000.00",Rifle,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Mountain Valley Developmental Services,"$10,000.00",Glenwood Springs,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Western Slope,Garfield,Carbondale Clay Center,"$1,500.00",Carbondale,General Operating,Arts and Culture,8/20/13
El Pomar Foundation,2013,Western Slope,Garfield,Windwalkers Equine Assisted Learning and Therapy Center,"$1,000.00",Carbondale,Capital,Civic and Community,5/8/13
El Pomar Foundation,2013,Western Slope,Garfield,Colorado West Inc.,"$20,000.00",Glenwood Springs,Program,Health,2/27/13
El Pomar Foundation,2013,Western Slope,Garfield,Garfield County Public Library Foundation,"$10,000.00",Rifle,Capital,Education,2/27/13
El Pomar Foundation,2013,Western Slope,Pitkin,Pathfinders,"$10,000.00",Aspen,General Operating,Education,12/17/13
El Pomar Foundation,2013,Western Slope,Pitkin,"Woody Creek Community Center, Inc","$2,500.00",Woody Creek,Program,Health,9/29/13
El Pomar Foundation,2013,Western Slope,Pitkin,Aspen Community Foundation,"$3,000.00",Aspen,Program,Education,8/20/13
Gates Family Foundation,2013,Heart of Colorado,Custer,All Aboard Westcliffe,"$50,000.00",Westcliffe,Building purchase,Community Development & Revitalization,4/5/12
Gates Family Foundation,2013,Heart of Colorado,Custer,Town of Westcliffe,"$40,000.00",Westcliffe,Land Purchase,Parks-Conservation-Recreation,4/4/13
Gates Family Foundation,2013,Heart of Colorado,Park,South Park Historical Foundation,"$30,000.00",Fairplay,Renovation,Arts and Culture,4/7/11
Gates Family Foundation,2013,Heart of Colorado,Teller,"Old Homestead House Museum, Inc.","$25,000.00",Cripple Creek,Building purchase,Community Development & Revitalization,6/11/12
Gates Family Foundation,2013,Heart of Colorado,Lake,Partnership for Lake County Recreation,"$30,000.00",Leadville,Construction,Parks-Conservation-Recreation,9/13/12
Gates Family Foundation,2013,Heart of Colorado,Summit,Keystone Science School Inc.,"$200,000.00",Keystone,Building purchase,Education,4/4/13
Gates Family Foundation,2013,Northeast,Lincoln,Limon Heritage Museum & Railroad Park,"$20,000.00",Limon,Construction,Arts and Culture,4/4/13
Gates Family Foundation,2013,Northeast,Morgan,Platte Valley Festival Band,"$20,000.00",Fort Morgan,Construction,Arts and Culture,6/12/13
Gates Family Foundation,2013,Northwest,Routt,South Routt Medical Center,"$75,000.00",Oak Creek,Renovation,"Well-being of Children, Youth & Families",6/12/13
Gates Family Foundation,2013,Northwest,Routt,Town of Hayden,"$10,000.00",Hayden,Operating,Community Development & Revitalization,4/5/12
Gates Family Foundation,2013,San Luis Valley,Alamosa,"Tu Casa, Inc.","$35,000.00",Alamosa,Remodeling,"Well-being of Children, Youth & Families",12/12/12
Gates Family Foundation,2013,San Juan,Gunnison,Crested Butte Land Trust,"$75,000.00",Crested Butte,Land Purchase,Parks-Conservation-Recreation,12/12/12
Gates Family Foundation,2013,San Juan,Gunnison,Rocky Mountain Biological Laboratory,"$100,000.00",Crested Butte,Construction,Education,12/7/11
Gates Family Foundation,2013,San Juan,Montrose,Magic Circle Players,"$35,000.00",Montrose,Renovation,Arts and Culture,9/6/13
Gates Family Foundation,2013,San Juan,San Miguel,Telluride Foundation,"$30,000.00",Telluride,Operating,Community Development & Revitalization,12/12/12
Gates Family Foundation,2013,Southeast,Bent,Bent County Board of County Commissioners,"$60,000.00",Las Animas,Renovation,Community Development & Revitalization,12/12/12
Gates Family Foundation,2013,Southeast,Las Animas,Kim Equine Pavilion and Education Center,"$100,000.00",Kim,Construction,Parks-Conservation-Recreation,12/11/13
Gates Family Foundation,2013,Southeast,Otero,Guidestone,"$25,000.00",Salida,Project Support,Parks-Conservation-Recreation,4/4/13
Gates Family Foundation,2013,Southeast,Otero,Otero Museum Association,"$5,000.00",La Junta,Unrestricted,Arts and Culture,9/6/13
Gates Family Foundation,2013,Southeast,Otero,Southeast Colorado Regional Heritage Taskforce,"$100,000.00",Fowler,Operating,Community Development & Revitalization,4/4/13
Gates Family Foundation,2013,Southwest,La Plata,Durango Discovery Museum,"$100,000.00",Durango,Construction,Arts and Culture,9/8/11
Gates Family Foundation,2013,Southwest,Montezuma,"Community Radio Project, Inc.","$75,000.00",Cortez,Remodeling,Community Development & Revitalization,12/12/12
Gates Family Foundation,2013,Southwest,San Juan,San Juan County Historical Society,"$40,000.00",Silverton,Renovation,Arts and Culture,4/4/13
Gates Family Foundation,2013,Western Slope,Delta,City of Delta,"$25,000.00",Delta,Renovation,Parks-Conservation-Recreation,9/6/13
Gates Family Foundation,2013,Western Slope,Delta,High Country News,"$22,500.00",Paonia,Small Operating Grant,Community Development & Revitalization,12/8/10
Gates Family Foundation,2013,Western Slope,Mesa,Grand Valley Catholic Outreach,"$75,000.00",Grand Junction,Construction,"Well-being of Children, Youth & Families",6/12/13
Gates Family Foundation,2013,Western Slope,Mesa,Mesa County Public Library District,"$50,000.00",Grand Junction,Construction,Arts and Culture,12/12/12
Gates Family Foundation,2013,Western Slope,Mesa,Tamarisk Coalition,"$30,000.00",Grand Junction,Conference/Seminar,Parks-Conservation-Recreation,4/4/13
Gates Family Foundation,2013,Western Slope,Garfield,City of Rifle,"$50,000.00",Rifle,Renovation,Community Development & Revitalization,4/7/11
Gates Family Foundation,2013,Western Slope,Garfield,City of Rifle,"$30,000.00",Rifle,Renovation,Community Development & Revitalization,4/7/11
Gates Family Foundation,2013,Western Slope,Garfield,Sonoran Institute,"$101,500.00",Glenwood Springs,Operating,Community Development & Revitalization,4/5/12
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Chaffee,Boys And Girls Clubs Of Chaffee County,"$10,000.00",Salida,General Operating,Youth Development,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Chaffee,Colorado Farm To Table Inc,"$50,000.00",Salida,General Operating,Feeding Programs,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Fremont,Canon City Golden Age Council Inc,"$15,325.00",Canon City,Capital/Special Project Support,Senior Centers,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Park,Boys And Girls Club Of South Park Inc,"$12,500.00",Fairplay,General Operating,Youth Development,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Teller,Prospect Home Care-hospice Inc,"$15,000.00",Woodland Park,General Operating,Home Health Care,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Teller,Teller Senior Coalition Inc,"$10,000.00",Woodland Park,General Operating,Care and Assistance,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Lincoln,Limon Child Development Center,"$20,000.00",Limon,General Operating,Pre Elementary,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Phillips,Phillips County Family Education Services Inc,"$8,500.00",Holyoke,General Operating,Adult Education,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Yuma,Hospice Of The Plains Inc,"$12,500.00",Wray,General Operating,Hospice,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Northeast,Yuma,Regional Home Visitation Program,"$12,500.00",Yuma,General Operating,Pre Elementary,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Northwest,Routt,Boys & Girls Club Of Northwest Colorado,"$30,000.00",Craig,General Operating,Youth Development,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Northwest,Routt,Northwest Colorado Visiting Nurse Association,"$20,000.00",Steamboat Springs,General Operating,Home Health Care,12/6/13
