funder,year,region,county,nonprofit,amount,city,type ,category,
El Pomar Foundation,2010,Heart of Colorado,Park,Rocky Mountain Rural Health,10000.00,Fairplay,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Salida Hospital Foundation,15000.00,Salida,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Fremont,St. Thomas More Hospital,15000.00,Canon City,Event,Health                                                                     ,
El Pomar Foundation,2010,Heart of Colorado,Chaffee,Buena Vista High School,5000.00,Buena Vista,Other,Education,
El Pomar Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor High School,5000.00,Cripple Creek,Other,Education,
El Pomar Foundation,2011,Heart of Colorado,Park,Boys and Girls Club of South Park,20000.00,Fairplay,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",10000.00,Canon City,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",5000.00,Woodland Park,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee County Search and Rescue- South,5000.00,Salida,Other,"Public safety, Emergency relief",
El Pomar Foundation,2011,Heart of Colorado,Teller,Community Coalition for Families and Children,10000.00,Divide,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Fremont,Florence Senior Citizens Council on Aging,5000.00,Florence,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Full Circle Center for Community Restorative Justice,5000.00,Salida,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Teller,Habitat for Humanity of Teller County,5000.00,Woodland Park,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2011,Heart of Colorado,Teller,Little Chapel of the Hills,5000.00,Divide,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",5000.00,Salida,General Operating,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Senior Services Solutions Plus,3000.00,Canon City,General Operating,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,35000.00,Canon City,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Teller,Cresson Dance,1500.00,Cripple Creek,Student Aid/Scholarship,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Heart of Colorado,Teller,Community Coalition for Families and Children,7500.00,Divide,General Operating,"community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Teller,"Teller County Regional Animal Shelter, Inc.",2500.00,Divide,Capital,Animal Protection and Welfare,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Salida Hospital Foundation,25000.00,Salida,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,25000.00,Canon City,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Park,"A Hand Up, Not a Hand Out",4000.00,Hartsel,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee People's Clinic,5500.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Teller,City of Woodland Park,5000.00,Woodland Park,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Park,Harris Park Bible Church,1500.00,Bailey,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Teller,Help the Needy,5000.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Custer,Hope Evangelical Lutheran Church,4000.00,Westcliffe,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Heart of Colorado,Teller,Little Chapel of the Hills,5000.00,Divide,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,5000.00,Canon City,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Manna House,3000.00,Florence,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,New Caring and Sharing,2000.00,Salida,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Heart of Colorado,Park,"Park County Crisis Center, Inc.",2000.00,Bailey,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Heart of Colorado,Park,Park County Human Services,3000.00,Fairplay,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Park County Senior Coalition,3000.00,Fairplay,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,4000.00,Fairplay,Other,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salida,6000.00,Salida,Program,,
El Pomar Foundation,2011,Heart of Colorado,Park,South Park Food Bank,3000.00,Fairplay,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Teller,Teller County Department of Social Services,10000.00,Woodland Park,Program,,
El Pomar Foundation,2011,Heart of Colorado,Teller,Teller Senior Coalition,7500.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,10000.00,Canon City,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Heart of Colorado,Teller,"Woodland Park Community Cupboard, Inc.",7500.00,Woodland Park,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,"A Hand Up, Not a Hand Out",1500.00,Hartsel,General Operating,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Custer,"All Aboard Westcliffe, Inc.",1500.00,Westcliffe,General Operating,,
El Pomar Foundation,2011,Heart of Colorado,Fremont,"Boys and Girls Club of Fremont County, Inc.",10000.00,Canon City,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Boys and Girls Club of South Park,10000.00,Fairplay,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,10000.00,Salida,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,10000.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,1500.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Park,Boys and Girls Club of South Park,15000.00,Fairplay,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Chaffee County Public Health,7500.00,Salida,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Fremont,"Colorado Court Appointed Special Advocates, Inc.",1500.00,Canon City,Program,Abuse & Neglect Prevention,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer 2020,5000.00,Westcliffe,Program,,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer County Public Health Agency,10000.00,Westcliffe,Event,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Custer,Custer County Transitions,5000.00,Westcliffe,Program,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Fremont County Public Health,18000.00,Canon City,Other,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Fremont County Public Health,24000.00,Canon City,Other,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Full Circle for Community Restorative Justice,3000.00,Salida,General Operating,,
El Pomar Foundation,2011,Heart of Colorado,Fremont,Manna House,3000.00,Florence,Program,Human Services,
El Pomar Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,20000.00,Fairplay,Other,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Park,Rocky Mountain Rural Health,21000.00,Fairplay,Program,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Salida Hospital Foundation,10000.00,Salida,Event,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Fremont,St. Thomas More Hospital Foundation,12500.00,Canon City,Event,Health                                                                     ,
El Pomar Foundation,2011,Heart of Colorado,Custer,Sustainable Ways,5000.00,Westcliffe,General Operating,"Environment, Conservation",
El Pomar Foundation,2011,Heart of Colorado,Fremont,Young Life,1500.00,Canon City,Program,Children and Youth Services,
El Pomar Foundation,2011,Heart of Colorado,Chaffee,Buena Vista High School,5000.00,Buena Vista,Other,Education,
El Pomar Foundation,2011,Heart of Colorado,Teller,Cripple Creek-Victor High School,5000.00,Cripple Creek,Other,Education,
Helen K. and Arthur E. Johnson Foundation,2009,Heart of Colorado,Park,Boys & Girls Club of South Park,10000.00,Fairplay,Other,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2009,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",50000.00,Salida,Capital,Human Services,
Helen K. and Arthur E. Johnson Foundation,2009,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",15000.00,Woodland Park,General Operating,Health                                                                     ,
Helen K. and Arthur E. Johnson Foundation,2010,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",15000.00,Salida,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2010,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",25000.00,Salida,Capital,Human Services,
Helen K. and Arthur E. Johnson Foundation,2010,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",15000.00,Woodland Park,General Operating,Health                                                                     ,
Helen K. and Arthur E. Johnson Foundation,2010,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",12500.00,Canon City,Capital,,
Helen K. and Arthur E. Johnson Foundation,2011,Heart of Colorado,Park,Boys and Girls Club of South Park,12500.00,Fairplay,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,Heart of Colorado,Park,Boys and Girls Club of South Park,10000.00,Fairplay,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2011,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",20000.00,Salida,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2011,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",20000.00,Salida,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2011,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",5000.00,Salida,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2011,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",37350.00,Woodland Park,General Operating,Hospice,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Park,"Boys & Girls Club of South Park, Inc.",20000.00,Fairplay,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,40000.00,Salida,Not Provided,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Teller,Community Coalition for Families & Children,18000.00,Divide,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Development Opportunities- Starpoint,20000.00,Canon City,Program,Education,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Development Opportunities- Starpoint,15442.00,Canon City,Program,Education,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Fremont Schools Facilities Corporation,47500.00,Canon City,Capital,Education,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Park Avenue Preschool,18000.00,Canon City,General Operating,Education,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Park Avenue Preschool,5000.00,Canon City,Other,Education,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Fremont,Park Avenue Preschool,5000.00,Canon City,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,23119.00,Fairplay,Capital,Education,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Park,Park County School District RE-2,15000.00,Fairplay,Program,Education,
Temple Hoyne Buell Foundation,2009,Heart of Colorado,Chaffee,Salida Regional Library,16458.00,Salida,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Fremont,Development Opportunities- Starpoint,404745.00,Canon City,Program,,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,35000.00,Salida,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Park,Park County School District RE-2,35000.00,Fairplay,Program,Education,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,Family & Youth Initiatives Division,25000.00,Salida,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Fremont,Park Avenue Child Center,23000.00,Canon City,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Teller,Community Partnership Family Resource Center,18000.00,Divide,Program,Education,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Park,Bristlecone Montessori School,10000.00,Alma,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2010,Heart of Colorado,Chaffee,"Chaffee County Montessori School, Inc.",10000.00,Salida,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,35000.00,Salida,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Park,Park County School District RE-2,35000.00,Fairplay,Program,Education,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Park,Boys & Girls Club of South Park,25000.00,Fairplay,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Chaffee,Chaffee County Health & Human Services,25000.00,Salida,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Fremont,Park Avenue Preschool,23000.00,Canon City,General Operating,Education,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Chaffee,Southern Chaffee County Regional Library District,21206.00,Salida,Program,"Community, Public Affairs",
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Chaffee,"Chaffee County Montessori School, Inc.",15000.00,Salida,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Custer,Custer County Transitions,15000.00,Westcliffe,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Teller,Community Coalition for Families and Children,15000.00,Divide,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Custer,Custer County Transitions,10000.00,Westcliffe,General Operating,Children and Youth Services,
Temple Hoyne Buell Foundation,2011,Heart of Colorado,Teller,Woodland Park Pregnancy Center,5000.00,Woodland Park,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Fremont,Development Opportunities- Starpoint,39426.00,Canon City,Program,,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Park,Park County School District RE-2,35000.00,Fairplay,Program,Education,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Chaffee,Boys & Girls Clubs of Chaffee County,26250.00,Salida,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Chaffee,Chaffee County Department of Health & Human Services,25000.00,Salida,Program,Health                                                                     ,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Fremont,Canon City Schools Fremont RE-1,18000.00,Canon City,Program,Education,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Chaffee,"Chaffee County Montessori School, Inc.",17000.00,Salida,Student Aid/Scholarship,Education,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Park,Boys & Girls Club of South Park,15000.00,Fairplay,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Teller,Community Coalition for Families and Children,12000.00,Divide,Program,Children and Youth Services,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Park,Bristlecone Montessori School,11000.00,Alma,Other,Education,
Temple Hoyne Buell Foundation,2012,Heart of Colorado,Teller,Child Care Connections,4600.00,Divide,Student Aid/Scholarship,Children and Youth Services,
The Colorado Health Foundation,2009,Heart of Colorado,Fremont,Catholic Health Initiatives Colorado Foundation,34200.00,Canon City,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Heart of Colorado,Chaffee,Chaffee People's Clinic,21313.00,Salida,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Heart of Colorado,Chaffee,Chaffee People's Clinic,14400.00,Salida,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Heart of Colorado,Custer,West Custer County Hospital District,17200.00,Westcliffe,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Fremont,Catholic Health Initiatives Colorado Founation,289962.00,Canon City,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Chaffee,Chaffee County Dental Coalition,20764.00,Salida,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-1,20000.00,Cripple Creek,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-2,400000.00,Cripple Creek,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Teller,Cripple Creek Victor School District RE-3,27860.00,Cripple Creek,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Custer,"Custer 2020, Inc.",90000.00,Silver Cliff,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Chaffee,Livewell of Chaffee County,30900.00,Salida,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Heart of Colorado,Custer,West Custer County Hospital District,81998.00,Westcliffe,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Heart of Colorado,Chaffee,Chaffee County,55000.00,Salida,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Heart of Colorado,Chaffee,Chaffee People's Clinic,105000.00,Salida,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Heart of Colorado,Park,Park County School District RE-2,35483.00,Fairplay,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Heart of Colorado,Park,Rocky Mountian Rural Health,81649.00,Fairplay,Program,Health                                                                     ,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Ark-Valley Humane Society,900.00,Buena Vista,General Operating,Animal Protection and Welfare,
The Colorado Trust,2009,Heart of Colorado,Fremont,Canon City Schools,7460.00,Canon City,Program,Health                                                                     ,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,228000.00,Salida,Program,Health                                                                     ,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Chaffee County Early Childhood Council,177836.00,Salida,Program,Health                                                                     ,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Chaffee People's Clinic,187500.00,Salida,Program,Health                                                                     ,
The Colorado Trust,2009,Heart of Colorado,Fremont,ECHO and Family Center Early Childhood Council,120000.00,Canon City,Program,Health                                                                     ,
The Colorado Trust,2009,Heart of Colorado,Chaffee,Salida Regional Library,7500.00,Salida,Program,Health                                                                     ,
The Colorado Trust,2010,Heart of Colorado,Teller,Teller/Park Early Childhood Council,63000.00,Divide,Program,Health                                                                     ,
The Colorado Trust,2010,Heart of Colorado,Chaffee,Ark-Valley Humane Society,2110.00,Buena Vista,General Operating,Animal Protection and Welfare,
The Colorado Trust,2011,Heart of Colorado,Teller,Teller/Park Early Childhood Council,37148.74,Divide,General Operating,Education,
The Colorado Trust,2011,Heart of Colorado,Chaffee,Ark-Valley Humane Society,1000.00,Buena Vista,General Operating,Animal Protection and Welfare,
The Colorado Trust,2011,Heart of Colorado,Chaffee,Ark-Valley Humane Society,1000.00,Buena Vista,General Operating,Animal Protection and Welfare,
The Colorado Trust,2011,Heart of Colorado,Chaffee,Ark-Valley Humane Society,1200.00,Buena Vista,General Operating,Animal Protection and Welfare,
The Colorado Trust,2011,Heart of Colorado,Chaffee,Ark-Valley Humane Society,1000.00,Buena Vista,General Operating,Animal Protection and Welfare,
Gates Family Foundation,2010,Heart of Colorado,Custer,Custer 2020,100000.00,Silver Cliff,Capital,"Environment, Conservation",
Gates Family Foundation,2010,Heart of Colorado,Custer,San Isabel Land Protection Trust,70000.00,Westcliffe,Capital,"Environment, Conservation",
Gates Family Foundation,2011,Heart of Colorado,Fremont,Canon City Park & Recreation District,21000.00,Canon City,Capital,"Environment, Conservation",
Gates Family Foundation,2012,Heart of Colorado,Chaffee,"Salida Area Parks, Open Space and Trails (SPOT)",80000.00,Salida,Capital,"Environment, Conservation",
Gates Family Foundation,2012,Heart of Colorado,Custer,San Isabel Land Protection Trust,50000.00,Westcliffe,Capital,"Environment, Conservation",
Gates Family Foundation,2012,Heart of Colorado,Teller,CHOICES,30000.00,Woodland Park,Capital,Children and Youth Services,
