funder,year,region,county,nonprofit,amount,city,type ,category,
Gates Family Foundation,2009,San Luis Valley,Mineral,"Creede Repertory Theatre, Inc.",50000.00,Creed,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2009,San Luis Valley,Rio Grande,"High Valley Community Center, Inc.",11000.00,Del Norte,Capital,"Community, Public Affairs",
Gates Family Foundation,2009,San Luis Valley,Rio Grande,Rio Grande Headwaers Land Trust,250000.00,Del Norte,Capital,"Environment, Conservation",
Gates Family Foundation,2009,San Luis Valley,Alamosa,San Luis Valley Museum,10000.00,Alamosa,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2009,San Luis Valley,Saguache,Town of Crestone,50000.00,Crestone,Capital,"Community, Public Affairs",
Gates Family Foundation,2010,San Luis Valley,Alamosa,"La Puente Home, Inc.",50000.00,Alamosa,Capital,Children and Youth Services,
Gates Family Foundation,2011,San Luis Valley,Rio Grande,Rio Grande County Library District,27000.00,Monte Vista,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,100000.00,Del Norte,Capital,"Environment, Conservation",
Gates Family Foundation,2012,San Luis Valley,Costilla,Costilla County Economic Development Council,28214.00,San Luis,Capital,"Community, Public Affairs",
Gates Family Foundation,2012,San Luis Valley,Conejos,Cumbres & Toltec Scenic Railroad Commission,60000.00,Antonito,Capital,"Community, Public Affairs",
Gates Family Foundation,2012,San Luis Valley,Saguache,ScSEED,38000.00,Villa Grove,Capital,"Community, Public Affairs",
Gates Family Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",50000.00,Alamosa,Capital,Children and Youth Services,
