funder,year,region,county,nonprofit,amount,city
El Pomar Foundation,2012,WesternSlope,Delta,Delta County Joint School District 50J,45000.00,Delta
El Pomar Foundation,2012,WesternSlope,Gunnison,Crested Butte Mountain Heritage Museum,1000.00,Crested Butte
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Council for the Arts,1500.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,1500.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Watershed School District RE 1J,1500.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,"Crested Butte Music Festival, Inc.",2500.00,Crested Butte
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,2500.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,2500.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Rocky Mountain Biological Laboratory at Gothic,2500.00,Crested Butte
El Pomar Foundation,2012,WesternSlope,Gunnison,Western State College Foundation,2500.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,3000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Jubilee House of Gunnison County,3000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Center for the Arts,3500.00,Crested Butte
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,4000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Food Pantry,5000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Food Pantry,5000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Food Pantry,5000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,5000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,"Gunnison Valley Animal Welfare League, Inc.",5000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Habitat for Humanity of Gunnison Valley,5000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Western State College Foundation,5000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Western State College Foundation,5000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison County Library District,6000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,City of Gunnison,7106.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Food Pantry,7500.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,"Adaptive Sports Center of Crested Butte, Inc.",10000.00,Crested Butte
El Pomar Foundation,2012,WesternSlope,Gunnison,Community Foundation of the Gunnison Valley,10000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,10000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,10000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,10000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Western State College Foundation,10000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Western State College Foundation,10000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,12000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,20000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,20000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,20000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Gunnison,Town of Crested Butte,25000.00,Crested Butte
El Pomar Foundation,2012,WesternSlope,Gunnison,Western State College Foundation,50000.00,Gunnison
El Pomar Foundation,2012,WesternSlope,Hinsdale,Lake City Arts Council,1500.00,Lake City
El Pomar Foundation,2012,WesternSlope,Hinsdale,Lake City Arts Council,1500.00,Lake City
El Pomar Foundation,2012,WesternSlope,Hinsdale,Hinsdale County Historical Society,2500.00,Lake City
El Pomar Foundation,2012,WesternSlope,Hinsdale,Lake Fork Health Service District,2500.00,Lake City
El Pomar Foundation,2012,WesternSlope,Hinsdale,Hinsdale County Nursing Services,3000.00,Lake City
El Pomar Foundation,2012,WesternSlope,Hinsdale,Christian Community Service,5000.00,Lake City
El Pomar Foundation,2012,WesternSlope,Hinsdale,Hinsdale County,5000.00,Lake City
El Pomar Foundation,2012,WesternSlope,Hinsdale,Lake Fork Health Service District,25000.00,Lake City
El Pomar Foundation,2012,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",674.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Colorado Discover Ability Integrated Outdoor Adventures,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa County Business Education Foundation,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa County Business Education Foundation,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa Youth Services, Inc.",1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Riverside Educational Center,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Colorado Center for the Arts,1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",1500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Club 20 Education and Research Foundation, Inc.",1870.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Girls on the Run of the Grand Valley,2000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Riverside Educational Center,2000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"The Tree House Center for Troubled Youth, Inc.",2000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Ariel Clinical Services for Children,2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Girls on the Run of the Grand Valley,2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Grand Junction Imagination Library,2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Kids Aid,2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Pro Bono Project of Mesa County,2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Riverside Educational Center,2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Colorado Suicide Prevention Foundation,2500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,3000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa Youth Services, Inc.",3000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Colorado Suicide Prevention Foundation,3000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa Youth Services, Inc.",4000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa Youth Services, Inc.",4000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Center for Enriched Communications Inc.,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Child and Migrant Services, Inc.",5000.00,Palisade
El Pomar Foundation,2012,WesternSlope,Mesa,Court Appointed Special Advocates of Mesa County,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Court Appointed Special Advocates of Mesa County,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Girls on the Run of the Grand Valley,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Homeward Bound of the Grand Valley, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Karis, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Legends of the Grand Valley, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Lighthouse Gospel Ministries,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa County Land Conservancy, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa County Retired and Senior Volunteer Program, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa Youth Services, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Strong Families, Safe Kids",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Strong Families, Safe Kids",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"The Tree House Center for Troubled Youth, Inc.",5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Colorado Area Health Education Center,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Council Boy Scouts of America,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc.",7500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Homeward Bound of the Grand Valley, Inc.",7500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Marillac Clinic Inc.,7500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Marillac Clinic Inc.,7500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Council Boy Scouts of America,7500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Council Boy Scouts of America,7500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Council Boy Scouts of America,7500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Grand Junction Housing Authority,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Housing Resources of Western Colorado,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Marillac Clinic Inc.,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Marillac Clinic Inc.,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa County Retired and Senior Volunteer Program, Inc.",10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Museum of Western Colorado,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Riverside Educational Center,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Riverside Educational Center,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,United Way of Mesa County,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,13130.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,13774.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Colorado Plateau Mountain-Bike Trail Association, Inc.",15000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Grand Junction High School,15000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,15000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Marillac Clinic Inc.,15000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Marillac Clinic Inc.,15000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa County Business Education Foundation,15000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",15000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Habitat for Humanity of Mesa County,20000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,City of Fruita,25000.00,Fruita
El Pomar Foundation,2012,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc.",25000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,25000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,25000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa Developmental Services,25000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,25000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",25000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Grand Junction High School,28000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Grand Junction Central High School,38500.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Grand Junction Baseball Committee, Inc.",50000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,50000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,Mesa State College Foundation,50000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,St. Mary's Hospital Foundation,50000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,St. Mary's Hospital Foundation,50000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",50000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose Rotary Club Youth Foundation, Inc.",0.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Rimrocker Historical Society of Western Montrose County, Inc.",0.00,Nucla
El Pomar Foundation,2012,WesternSlope,Montrose,Town of Naturita,0.00,Naturita
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose County  Health and Human Services,1500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose County  Health and Human Services,1500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose Education Foundation,1500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,1500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Christ's Kitchen,2500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Dream Catcher Therapy Center,2500.00,Olathe
El Pomar Foundation,2012,WesternSlope,Montrose,Dream Catcher Therapy Center,2500.00,Olathe
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose Animal Protection Agency, Inc.",2500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose County  Health and Human Services,2500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",2500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",2500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",2500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Welcome Home Montrose, Inc.",2500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,West End Family Link Center,2500.00,Nucla
El Pomar Foundation,2012,WesternSlope,Montrose,West End Family Link Center,2500.00,Nucla
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",3000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",3000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,3000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,West End Family Link Center,3000.00,Nucla
El Pomar Foundation,2012,WesternSlope,Montrose,West End Family Link Center,3000.00,Nucla
El Pomar Foundation,2012,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",4500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Haven House of Montrose, Inc.",5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose Library District,5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Paradox Valley School,5000.00,Paradox
El Pomar Foundation,2012,WesternSlope,Montrose,Passage Charter School,5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Quality Health Network,5000.00,Grand Junction
El Pomar Foundation,2012,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",5000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",6000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Delta-Montrose Electric Association Charitable Trust,7500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",8000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"CASA of the Seventh Judicial District, Inc.",10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Delta - Montrose Youth Services, Inc.",10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Delta-Montrose Electric Association Charitable Trust,10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Habitat For Humanity of Montrose County,10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose County School District RE-1J,10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,10000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,12500.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",15000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",15000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose Library District,25000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,"Delta - Montrose Youth Services, Inc.",30000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose County School District RE-1J,75000.00,Montrose
El Pomar Foundation,2012,WesternSlope,Ouray,United Church of the San Juans,1500.00,Ouray
El Pomar Foundation,2012,WesternSlope,Ouray,The San Juan Riding Program,1500.00,Ridgway
El Pomar Foundation,2012,WesternSlope,Ouray,Mount Sneffels Education Foundation,2500.00,Ouray
El Pomar Foundation,2012,WesternSlope,Ouray,Ouray County Public Health,2500.00,Ouray
El Pomar Foundation,2012,WesternSlope,Ouray,Ouray County Public Health,2500.00,Ouray
El Pomar Foundation,2012,WesternSlope,Ouray,Weehawken Creative Arts,2500.00,Ridgeway
El Pomar Foundation,2012,WesternSlope,Ouray,Animal Humane Society of Ouray County,5000.00,Ridgway
El Pomar Foundation,2012,WesternSlope,Ouray,"Ouray County Neighbor to Neighbor, Inc.",5000.00,Ouray
El Pomar Foundation,2012,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,6000.00,Ridgway
El Pomar Foundation,2012,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,7000.00,Ridgway
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,1500.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,1500.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,1500.00,Norwood
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Resource Center,2000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood
El Pomar Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood
El Pomar Foundation,2012,WesternSlope,San Miguel,"Angel Baskets, Inc.",2500.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,2500.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,"Angel Baskets, Inc.",3500.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,"Angel Baskets, Inc.",3500.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,"Angel Baskets, Inc.",5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Sheridan Arts Foundation,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Academy,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Council for the Arts and Humanities,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride High School,5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Adaptive Ski Program,7500.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Ah Haa School for the Arts,10000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,10000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,10000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,10000.00,Norwood
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,18000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Watershed Coalition,20000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,22000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Medical Center Foundation,25000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,30000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,35000.00,Telluride
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,35000.00,Telluride
Gates Family Foundation,2009,WesternSlope,Delta,Western Slope Environmental Resource Council,25000.00,Paonia
Gates Family Foundation,2009,WesternSlope,Gunnison,Rocky Mountain Biological Laboratory,30000.00,Crested Butte
Gates Family Foundation,2009,WesternSlope,Gunnison,City of Gunnison,208000.00,Gunnison
Gates Family Foundation,2009,WesternSlope,Hinsdale,Lake City Arts Council,100000.00,Lake City
Gates Family Foundation,2009,WesternSlope,Mesa,Dominquez Archaeological Research Group,11100.00,Grand Junction
Gates Family Foundation,2009,WesternSlope,Mesa,Western Colorado Botanical Society,20000.00,Grand Junction
Gates Family Foundation,2009,WesternSlope,Montrose,Nucla Public Library,19000.00,Nucla
Gates Family Foundation,2009,WesternSlope,Montrose,Black Canyon Land Trust,70000.00,Montrose
Gates Family Foundation,2009,WesternSlope,Ouray,Voyager Youth Program,10702.00,Ridgway
Gates Family Foundation,2009,WesternSlope,San Miguel,Town of Mountain Village,20000.00,Mountain Village
Gates Family Foundation,2009,WesternSlope,San Miguel,Ah Haa School for the Arts,100000.00,Telluride
Gates Family Foundation,2010,WesternSlope,Delta,North Fork River Improvement Association,22000.00,Paonia
Gates Family Foundation,2010,WesternSlope,Delta,Western Slope Environmental Resource Council,25000.00,Paonia
Gates Family Foundation,2010,WesternSlope,Gunnison,Gunnison Ranchland Conservation Legacy,22650.00,Gunnison
Gates Family Foundation,2010,WesternSlope,Hinsdale,Lake City Area Medical Center,150000.00,Lake City
Gates Family Foundation,2010,WesternSlope,Mesa,Grand Junction Housing Authority,30000.00,Grand Junction
Gates Family Foundation,2010,WesternSlope,Mesa,Mesa Land Trust,40000.00,Grand Junction
Gates Family Foundation,2010,WesternSlope,Mesa,City of Fruita,50000.00,Fruita
Gates Family Foundation,2010,WesternSlope,Ouray,Friends of the Wright Opera House,75000.00,Ouray
Gates Family Foundation,2010,WesternSlope,San Miguel,Ah Haa School for the Arts,50000.00,Telluride
Gates Family Foundation,2011,WesternSlope,Delta,North Fork River Improvement Association,28000.00,Paonia
Gates Family Foundation,2011,WesternSlope,Delta,High Country News,30000.00,Paonia
Gates Family Foundation,2011,WesternSlope,Gunnison,Town of Crested Butte,10000.00,Crested Butte
Gates Family Foundation,2011,WesternSlope,Gunnison,Crested Butte Land Trust,72940.00,Crested Butte
Gates Family Foundation,2011,WesternSlope,Hinsdale,Lake City Public Library,35000.00,Lake City
Gates Family Foundation,2011,WesternSlope,Mesa,Mesa Land Trust,10000.00,Grand Junction
Gates Family Foundation,2011,WesternSlope,Mesa,"Strong Families, Safe Kids",40000.00,Grand Junction
Gates Family Foundation,2011,WesternSlope,Mesa,Mesa County Partners,50000.00,Grand Junction
