funder,year,region,county,nonprofit,amount,city,type ,category,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Iliff Head Start,12000.00,Iliff,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Lincoln,Limon Child Development Center,35000.00,Limon,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Sedgwick,Little Schoolhouse Childcare Center,10000.00,Julesburg,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Sedgwick,Little Schoolhouse Childcare Center,13000.00,Julesburg,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Morgan,Morgan County Family Center,15000.00,Fort Morgan,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Morgan,Morgan County School District RE-3,20000.00,Fort Morgan,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Northeast Colorado Health Department,7500.00,Sterling,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Northeastern Junior College,20000.00,Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Otis Elementary Preschool,8000.00,Otis,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Otis Elementary Preschool,2000.00,Otis,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Phillips,Phillips County Family Education Services,11000.00,Holyoke,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Prairie Family Center,5169.00,Burlington,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Rural Communities Resource Center,30000.00,Yuma,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Wee Blew Inn Preschool,5000.00,Burlington,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Wray Community Learning Center,15000.00,Wray,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Yuma Children's Academy,50000.00,Yuma,Capital,Early Childhood,
The Colorado Health Foundation,2009,Northeast,Morgan,Eben Ezer Lutheran Care Center ,49957.00,Brush,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Lincoln,Limon Doctors Committee,200000.00,Limon,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Phillips,Melissa Memorial Hospital,81628.00,Holyoke,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Cheyenne,"Praire View Health Resources, Inc.",25000.00,Cheyenne Wells,Program,health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Cheyenne,"Praire View Health Resources, Inc.",60032.00,Cheyenne Wells,Program,health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Yuma,Regional Home Visitation Program,10000.00,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Yuma,Rural Communities Resource Center,5000.00,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Logan,Rural Solutions,10000.00,Sterling,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Morgan,Wiggins School District RE-50 J413,37500.00,Wiggins,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Northeast,Yuma,"Wray Area Foundation, Inc.",10000.00,Wray,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Logan,"Centennial Mental Health Center, Inc.",123617.00,Sterling,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Lincoln,Limon Doctors Committee,371750.00,Limon,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Lincoln,Limon Doctors Committee,20000.00,Limon,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Lincoln,Limon Doctors Committee,200000.00,Limon,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Morgan,Morgan County Family Center,7500.00,Fort Morgan,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Yuma,Regional Home Visitation Program,58107.00,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Yuma,Regional Home Visitation Program,10000.00,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Logan,Rural Solutions,224949.00,Sterling,Program,Health                                                                     ,
The Colorado Health Foundation,2010,Northeast,Yuma,Wray Senior Community Center,183330.00,Wray,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Logan,Family Resource Center,10000.00,Sterling,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Lincoln,Limon Doctors Committee,989734.00,Limon,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Lincoln,Lincoln Community Hospital and Nursing Home,136221.00,Hugo,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,181172.00,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,10000.00,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,The Wray Rehabilitation and Activities Center,50000.00,Wray,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Wray Senior Community Center,30000.00,Wray,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Yuma School District,10904.00,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2011,Northeast,Yuma,Yuma School District,90434.00,Yuma,Program,Health                                                                     ,
The Colorado Health Foundation,2012,Northeast,Kit Carson,City of Burlington,250000.00,Burlington,Program,Health,
The Colorado Health Foundation,2012,Northeast,Logan,Family Resource Center,7500.00,Sterling,Program,Health,
The Colorado Health Foundation,2012,Northeast,Cheyenne,Keefe Memorial Hospital,139364.00,Cheyenne Wells,Program,Health,
The Colorado Health Foundation,2012,Northeast,Phillips,Northeast CO Board of Cooperateive Educational Services,822296.00,Haxtun,Program,Health,
The Colorado Health Foundation,2012,Northeast,Lincoln,"Plains Medical Center, Inc.",810790.00,Limon,Program,Health,
The Colorado Health Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,7500.00,Yuma,Program,Health,
The Colorado Health Foundation,2012,Northeast,Logan,Valley School District RE-1,156053.00,Sterling,Program,Health,
The Colorado Health Foundation,2012,Northeast,Yuma,Wray Senior Community Center,60000.00,Wray,Program,Health,
The Colorado Health Foundation,2012,Northeast,Elbert,Town of Kiowa,175000.00,Kiowa,Program,Health,
The Colorado Health Foundation,2013,Northeast,Lincoln,Plains Medical Center Inc,400000.00,Limon,Program,,10/24/13
The Colorado Health Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.",500000.00,Sterling,Capital,,10/24/13
The Colorado Health Foundation,2013,Northeast,Yuma,Yuma District Hospital Foundation,273675.00,Yuma,Program,,2/21/13
The Colorado Health Foundation,2013,Northeast,Yuma,"Wray Rehabilitation And Activities Center, Inc.",90000.00,Wray,Program,,6/13/13
The Colorado Health Foundation,2013,Northeast,Yuma,Encore Life,130125.17,Wray,Program,,10/17/13
The Colorado Trust,2009,Northeast,Logan,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties",7500.00,Sterling,Program,Health                                                                     ,
The Colorado Trust,2009,Northeast,Elbert,Elizabeth School District,7500.00,Elizabeth,Program,Health                                                                     ,
The Colorado Trust,2009,Northeast,Morgan,Morgan County Early Childhood  Council,7100.00,Fort Morgan,Program,Health                                                                     ,
The Colorado Trust,2009,Northeast,Morgan,Morgan County Early Childhood  Council,93000.00,Fort Morgan,Program,Health                                                                     ,
The Colorado Trust,2009,Northeast,Logan,Northeast Colorado Health Department,173300.00,Sterling,Program,Health                                                                     ,
The Colorado Trust,2009,Northeast,Morgan,OneMorgan County,200.00,Fort Morgan,General Operating,"Community, Public Affairs",
The Colorado Trust,2009,Northeast,Yuma,Rural Communities Resource Center,7500.00,Yuma,Program,Health                                                                     ,
The Colorado Trust,2009,Northeast,Logan,Rural Solutions,20000.00,Sterling,Program,Health                                                                     ,
The Colorado Trust,2010,Northeast,Logan,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties",64000.00,Sterling,Program,Health                                                                     ,
The Colorado Trust,2010,Northeast,Elbert,Elbert County Early Childhood Council,63000.00,Elizabeth,Program,Health                                                                     ,
The Colorado Trust,2010,Northeast,Yuma,Rural Communities Resource Center,76703.00,Yuma,Program,Health                                                                     ,
The Colorado Trust,2010,Northeast,Yuma,Rural Communities Resource Center,5000.00,Yuma,Program,Health                                                                     ,
The Colorado Trust,2011,Northeast,Kit Carson,Stratton Church of God,100.00,Stratton,General Operating,,
The Colorado Trust,2012,Northeast,Logan,"Community Caring Hands, Inc.",5000.00,Sterling,,Human Services,
The Colorado Trust,2012,Northeast,Morgan,Eben Ezer Lutheran Care Center,5000.00,Brush,Program,Access to Health,
The Colorado Trust,2012,Northeast,Washington,Freedom to Cowboy Up Therapeutic Riding Center,5000.00,Akron,Program,Access to Health,
The Colorado Trust,2012,Northeast,Yuma,Regional Home Visitation,5000.00,Yuma,Program,Access to Health,
The Colorado Trust,2012,Northeast,Morgan,OneMorgan County,9600.00,Fort Morgan,Program,Convening for Colorado,
The Colorado Trust,2013,Northeast,Yuma,Rural Communities Resource Center,15439.00,Yuma,Program,Convening for Colorado,4/30/13
The Colorado Trust,2013,Northeast,Yuma,Yuma District Hospital,1000.00,Yuma,Program,Health Equity Learning Series,5/22/13
Gates Family Foundation,2009,Northeast,Morgan,East Morgan County Library District,35000.00,Brush,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2009,Northeast,Logan,Frenchman School District RE-3,20000.00,Fleming,Capital,Education,
Gates Family Foundation,2009,Northeast,Phillips,Philips County,9000.00,Holyoke,Capital,"Community, Public Affairs",
Gates Family Foundation,2009,Northeast,Lincoln,"Roundhouse Preservation, Inc.",25000.00,Hugo,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2010,Northeast,Logan,Sterling Public Library,100000.00,Sterling,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2010,Northeast,Lincoln,Limon Child Development Center,30000.00,Limon,Capital,Education,
Gates Family Foundation,2011,Northeast,Lincoln,"Roundhouse Preservation, Inc.",35000.00,Hugo,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2011,Northeast,Phillips,Haxtun Childcare Coalition,28000.00,Haxtun,Capital,Education,
Gates Family Foundation,2011,Northeast,Kit Carson,Burlington School District RE-6J,18000.00,Burlington,Capital,Children and Youth Services,
Gates Family Foundation,2012,Northeast,Morgan,Fort Morgan Heritage Foundation,2500.00,Fort Morgan,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2012,Northeast,Yuma,Wray Public Library,70000.00,Wray,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2012,Northeast,Yuma,Cliff Cultural Community Center Theater,10000.00,Wray,Capital,"Community, Public Affairs",
Gates Family Foundation,2012,Northeast,Yuma,Yuma Children's Academy,130000.00,Yuma,Capital,Education,
Gates Family Foundation,2012,Northeast,Kit Carson,Burlington School District RE-6J,21000.00,Burlington,Capital,Children and Youth Services,
Gates Family Foundation,2012,Northeast,Lincoln,"Plains Medical Center, Inc.",67000.00,Limon,Capital,Children and Youth Services,
Gates Family Foundation,2013,Northeast,Lincoln,Limon Heritage Museum & Railroad Park,20000.00,Limon,Construction,Arts and Culture,4/4/13
Gates Family Foundation,2013,Northeast,Morgan,Platte Valley Festival Band,20000.00,Fort Morgan,Construction,Arts and Culture,6/12/13
