Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
El Pomar Foundation,2011,Northeast,Logan,"Centennial Mental Health Center, Inc.","$25,000.00",Sterling,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,"$30,000.00",Sterling,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Logan,Family Resource Center,"$1,500.00",Sterling,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Logan,Northeastern Junior College Foundation,"$50,000.00",Sterling,Program,Education,
El Pomar Foundation,2011,Northeast,Logan,RE-1 Valley Schools,"$1,500.00",Sterling,Other,Education,
El Pomar Foundation,2011,Northeast,Morgan,Eben Ezer Lutheran Care Center,"$10,000.00",Brush,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Morgan,Morgan Humane Society,"$5,000.00",Fort Morgan,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2011,Northeast,Morgan,"Caring Ministries of Morgan County, Inc.","$15,000.00",Fort Morgan,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Northeast,Morgan,Colorado Mission of Mercy,"$15,000.00",Brush,Program,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Morgan,Morgan County Family Center,"$1,500.00",Fort Morgan,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Northeast,Phillips,"Haxtun Education Foundation, Inc.","$20,000.00",Haxtun,Program,Education,
El Pomar Foundation,2011,Northeast,Sedgwick,Sedgwick County Memorial Hospital,"$20,000.00",Julesburg,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc.","$15,000.00",Wray,Other,Health                                                                     ,
El Pomar Foundation,2011,Northeast,Yuma,Rural Communities Resource Center,"$3,000.00",Yuma,Program,Human Services,
El Pomar Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,"$2,500.00",Yuma,Program,Children and Youth Services,
El Pomar Foundation,2011,Northeast,Yuma,Plano Land Trust Corporation,"$6,000.00",Wray,Program,"Environment, Conservation",
El Pomar Foundation,2011,Northeast,Yuma,Regional Home Visitation Program,"$2,500.00",Yuma,General Operating,,
El Pomar Foundation,2011,Northeast,Yuma,"Wray Rehabilitation & Activities Center, Inc.","$10,000.00",Wray,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Northwest,Grand,"Grand County Rural Health Network, Inc.","$7,500.00",Granby,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Northwest,Grand,Mountain Family Cneter,"$10,000.00",Hot Sulphur Springs,Program,Human Services,
El Pomar Foundation,2011,Northwest,Moffat,Boys and Girls Clubs of Northwest Colorado,"$15,000.00",Craig,Program,Children and Youth Services,
El Pomar Foundation,2011,Northwest,Moffat,Memorial Hospital of Craig Foundation,"$15,000.00",Craig,Other,Health                                                                     ,
El Pomar Foundation,2011,Northwest,Moffat,Community Budget Center of Craig,"$5,000.00",Craig,Program,Emergency Assistance      ,
El Pomar Foundation,2011,Northwest,Moffat,Love Inc. of the Yampa Valley,"$5,000.00",Craig,Program,Human Services,
El Pomar Foundation,2011,Northwest,Moffat,Memorial Hospital of Craig Foundation,"$1,500.00",Craig,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Northwest,Routt,"Community Agriculture Alliance, Inc.","$5,000.00",Steamboat Springs,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,Northwest,Routt,Steamboat Institute,"$50,000.00",Steamboat Springs,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Northwest,Routt,Grand Futures Prevention Coalition,"$5,000.00",Steamboat Springs,Program,Health                                                                     ,
El Pomar Foundation,2011,Northwest,Routt,Partners in Routt County,"$2,500.00",Steamboat Springs,Program,Children and Youth Services,
El Pomar Foundation,2011,Northwest,Routt,Lift-Up of Routt County,"$5,000.00",Steamboat Springs,Program,Human Services,
El Pomar Foundation,2011,Northwest,Routt,Hayden School District Re-1,"$50,000.00",Hayden,Other,Education,
El Pomar Foundation,2011,San Juan,Gunnison,Crested Butte Mountain Heritage Museum,"$1,000.00",Crested Butte,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Juan,Gunnison,Town of Crested Butte,"$25,000.00",Crested Butte,Capital,"Community, Public Affairs",
El Pomar Foundation,2011,San Juan,Gunnison,Telluride Academy,"$5,000.00",Telluride,Program,Education,
El Pomar Foundation,2011,San Juan,Gunnison,Western State College Foundation,"$5,000.00",Gunnison,Program,Education,
El Pomar Foundation,2011,San Juan,Gunnison,Habitat for Humanity of Gunnison Valley,"$5,000.00",Gunnison,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,San Juan,Gunnison,Gunnison Country Food Pantry,"$7,500.00",Gunnison,Program,Human Services,
El Pomar Foundation,2011,San Juan,Gunnison,Gunnison County Health and Human Services,"$12,000.00",Gunnison,Program,Health                                                                     ,
El Pomar Foundation,2011,San Juan,Gunnison,Gunnison Country Partners,"$20,000.00",Gunnison,Other,,
El Pomar Foundation,2011,San Juan,Gunnison,Gunnison Country Partners,"$2,500.00",Gunnison,General Operating,,
El Pomar Foundation,2011,San Juan,Gunnison,Gunnison County Health and Human Services,"$20,000.00",Gunnison,Other,Health                                                                     ,
El Pomar Foundation,2011,San Juan,Gunnison,Gunnison Watershed School District RE-1J,"$1,500.00",Gunnison,Program,Health                                                                     ,
El Pomar Foundation,2011,San Juan,Hinsdale,Lake Fork Health Service District,"$2,500.00",Lake City,Other,Education,
El Pomar Foundation,2011,San Juan,Montrose,"Montrose County Senior Citizens Transportation, Inc.","$10,000.00",Montrose,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,San Juan,Montrose,Mesa State College Foundation,"$5,000.00",Montrose,Not Provided,Education,
El Pomar Foundation,2011,San Juan,Montrose,7th Judicial District Child Advocacy Center,"$12,500.00",Montrose,General Operating,Abuse & Neglect Prevention,
El Pomar Foundation,2011,San Juan,Montrose,Montrose Animal Protection Agency,"$2,500.00",Montrose,Program,Animal Protection and Welfare,
El Pomar Foundation,2011,San Juan,Montrose,"Association of Montrose Churches, Inc.","$6,000.00",Montrose,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,San Juan,Montrose,Delta-Montrose Electrice Association Charitable Trust,"$10,000.00",Montrose,Program,,
El Pomar Foundation,2011,San Juan,Montrose,"Montrose Medical Mission, Inc.","$5,000.00",Montrose,Program,Health                                                                     ,
El Pomar Foundation,2011,San Juan,Montrose,West End Family Link Center,"$3,000.00",Nucla,Program,Human Services,
El Pomar Foundation,2011,San Juan,Montrose,"Black Canyon Boys & Girls Club, Inc.","$5,000.00",Montrose,General Operating,Children and Youth Services,
El Pomar Foundation,2011,San Juan,Montrose,7th Judicial District Child Advocacy Center,"$1,500.00",Montrose,General Operating,Abuse & Neglect Prevention,
El Pomar Foundation,2011,San Juan,Montrose,Montrose County School District RE-1J,"$10,000.00",Montrose,Other,Education,
El Pomar Foundation,2011,San Juan,Montrose,Montrose Education Foundation,"$1,500.00",Montrose,General Operating,Education,
El Pomar Foundation,2011,San Juan,Ouray,Ouray County Public Health,"$2,500.00",Ouray,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Juan,San Miguel,San Miguel Watershed Coalition,"$20,000.00",Telluride,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Juan,San Miguel,Telluride Council for the Arts and Humanities,"$5,000.00",Telluride,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Juan,San Miguel,Telluride Foundation,"$5,000.00",Telluride,Program,"Community, Public Affairs",
El Pomar Foundation,2011,San Juan,San Miguel,Bright Futures,"$15,000.00",Telluride,Capital,Education,
El Pomar Foundation,2011,San Juan,San Miguel,Wright Stuff Community Foundation,"$10,000.00",Norwood,Program,Education,
El Pomar Foundation,2011,San Juan,San Miguel,"Angel Baskets, Inc.","$3,500.00",Telluride,Program,Human Services,
El Pomar Foundation,2011,San Juan,San Miguel,Telluride Foundation,"$5,000.00",Telluride,Other,"Community, Public Affairs",
El Pomar Foundation,2011,San Juan,San Miguel,Uncompahgre Combined Clinics,"$2,000.00",Norwood,Program,Health                                                                     ,
El Pomar Foundation,2011,San Juan,San Miguel,Bright Futures,"$10,000.00",Telluride,Program,Education,
El Pomar Foundation,2011,San Juan,San Miguel,"Delta-Montrose Youth Services, Inc.","$30,000.00",Telluride,Program,Children and Youth Services,
El Pomar Foundation,2011,San Juan,San Miguel,San Miguel Mentoring Program,"$5,000.00",Telluride,General Operating,Education,
El Pomar Foundation,2011,San Juan,San Miguel,San Miguel Mentoring Program,"$1,500.00",Telluride,General Operating,Education,
El Pomar Foundation,2011,San Juan,San Miguel,Telluride Foundation,"$18,000.00",Telluride,Program,Education,
El Pomar Foundation,2011,San Juan,San Miguel,Telluride Foundation,"$22,000.00",Telluride,Program,Education,
El Pomar Foundation,2011,San Juan,San Miguel,Wright Stuff Community Foundation,"$15,000.00",Norwood,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Health Education Center,"$5,000.00",Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Alamosa Senior Citizens, Inc.","$5,000.00",Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.","$25,000.00",Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa County Public Health,"$5,000.00",Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.","$25,000.00",Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.","$10,000.00",Alamosa,Program,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Valley-Wide Health Services Inc.,"$10,000.00",Alamosa,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,"$5,000.00",Alamosa,General Operating,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Center for Restorative Programs,"$4,000.00",Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Alamosa Community Greenhouse, Inc.",$750.00,Alamosa,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa Live Music Association,"$5,000.00",Alamosa,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa Live Music Association,"$5,700.00",Alamosa,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Alamosa School District RE-11J,"$2,500.00",Alamosa,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,"$7,000.00",Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,"$7,500.00",Alamosa,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley,"$1,500.00",Alamosa,General Operating,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Canto Al Pueblo,"$2,000.00",Alamosa,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Canto Al Pueblo,"$7,000.00",Alamosa,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Center for Restorative Programs,"$10,000.00",Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,Dedicated Hearts Foundation,"$10,000.00",Alamosa,Program,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Hospice Del Valle, Inc.","$5,338.00",Alamosa,Other,Hospice,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"La Puente Home, Inc.","$4,000.00",Alamosa,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,"$1,500.00",Alamosa,General Operating,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Christian Community Services,"$1,500.00",Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Ecosystem Council,"$2,500.00",Alamosa,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,"$47,000.00",Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,San Luis Valley Regional Medical Center,"$13,000.00",Alamosa,Other,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"San Luis Valley Regional Science Fair, Inc.","$2,200.00",Alamosa,Event,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"San Luis Valley Regional Science Fair, Inc.","$2,500.00",Alamosa,Event,Education,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.","$15,000.00",Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"South-Central Colorado Seniors, Inc.","$1,500.00",Alamosa,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Tu Casa, Inc.","$5,852.00",Alamosa,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2011,San Luis Valley,Alamosa,Valley Community Fund,"$2,500.00",Alamosa,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Alamosa,"Valley-Wide Health Systems, Inc.","$2,000.00",Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Conejos,La Jara Elementary Parent Teacher Association,"$7,500.00",La Jara,Capital,Education,
El Pomar Foundation,2011,San Luis Valley,Conejos,"Northerners Senior Citizens Association, Inc.","$2,500.00",La Jara,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Conejos,Conejos County Library,"$3,000.00",La Jara,Program,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Conejos,Conejos County Public Health and Nursing Service,"$2,150.00",La Jara,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Conejos,Centauri High School,"$5,000.00",La Jara,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Costilla,Costilla County Libraries,"$7,500.00",San Luis,Capital,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Costilla,Costilla County Public Health Agency,"$10,000.00",San Luis,Program,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.","$5,000.00",Blanca,Other,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Mineral,Creede Child Care Center,"$2,500.00",Creede,General Operating,Human Services,
El Pomar Foundation,2011,San Luis Valley,Mineral,Mineral County Publich Health,"$10,000.00",Creede,Program,Emergency Assistance      ,
El Pomar Foundation,2011,San Luis Valley,Mineral,Creede Repertory Theatre Inc.,"$1,500.00",Creede,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,High Valley Community Center,"$5,000.00",Del Norte,General Operating,"Community, Public Affairs",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,City of Monte Vista,"$4,000.00",Monte Vista,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,"Bridges of Health, Inc.","$2,500.00",Monte Vista,General Operating,Health                                                                     ,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District,"$25,000.00",Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District,"$7,500.00",Center,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,"$10,000.00",Center,Other,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,"$2,000.00",Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Center Consolidated School District 26JT,"$4,000.00",Center,Program,Education,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,High Valley Community Center,"$5,000.00",Del Norte,Capital,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Monte Vista Community Fund,"$7,500.00",Monte Vista,Program,Children and Youth Services,
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,"$5,000.00",Monte Vista,Program,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Rio Grande,Rio Grande Watershed Conservation & Education Initiative,"$3,000.00",Center,Other,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Saguache,Saguache County Sustainable Environment and Economic Development,"$2,500.00",Moffat,General Operating,"Environment, Conservation",
El Pomar Foundation,2011,San Luis Valley,Saguache,"Crestone Performances, Inc.","$2,500.00",Crestone,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,San Luis Valley,Saguache,Saguache County Sustainable Environment and Economic Development,"$3,500.00",Saguache,Program,Neighborhood Development,
El Pomar Foundation,2011,San Luis Valley,Saguache,Town of Saguache,"$10,000.00",Saguache,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Southeast,Baca,"Blue Rose Ranch, Inc.","$5,000.00",Springfield,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2011,Southeast,Bent,Pioneer Historical Society of Bent County,"$15,000.00",Las Animas,General Operating,,
El Pomar Foundation,2011,Southeast,Bent,Bent County Memorial Nursing Home,"$5,000.00",Las Animas,Other,Health                                                                     ,
El Pomar Foundation,2011,Southeast,Bent,Las Animas Helping Hands,"$10,000.00",Las Animas,Program,Human Services,
El Pomar Foundation,2011,Southeast,Bent,Las Animas Helping Hands,"$6,000.00",Las Animas,General Operating,Human Services,
El Pomar Foundation,2011,Southeast,Bent,Pioneer Historical Society of Bent County,"$1,500.00",Las Animas,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southeast,Crowley,Crowley County,"$5,000.00",Ordway,Program,Education,
El Pomar Foundation,2011,Southeast,Crowley,Crowley County Elementary,"$5,200.00",Ordway,Program,Education,
El Pomar Foundation,2011,Southeast,Crowley,Crowley County School District No RE 1-J,$700.00,Ordway,Other,Education,
El Pomar Foundation,2011,Southeast,Crowley,Crowley County High School,"$5,000.00",Ordway,Other,Education,
El Pomar Foundation,2011,Southeast,Huerfano,Friends of Spanish Peaks Library District,"$1,500.00",Walsenburg,General Operating,Education,
El Pomar Foundation,2011,Southeast,Huerfano,Friends of Spanish Peaks Library District,"$2,500.00",Walsenburg,Other,Education,
El Pomar Foundation,2011,Southeast,Huerfano,Huerfano County Youth Services,"$10,000.00",Walsenburg,Program,Children and Youth Services,
El Pomar Foundation,2011,Southeast,Las Animas,Trinidad Area Arts Council,"$5,000.00",Trinidad,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southeast,Las Animas,Fisher's Peak Fire Protection District,"$5,000.00",Starkville,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2011,Southeast,Las Animas,Hoehne Fire Protection District,"$5,000.00",Hoehne,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2011,Southeast,Las Animas,Stonewall Fire Protection District,"$5,000.00",Weston,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2011,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center","$20,000.00",Trinidad,Capital,Health                                                                     ,
El Pomar Foundation,2011,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center","$2,500.00",Trinidad,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Southeast,Las Animas,"Las Animas County Rehabilitation Center, Inc.","$5,000.00",Trinidad,Program,Children and Youth Services,
El Pomar Foundation,2011,Southeast,Las Animas,Noah's Ark Animal Welfare Association,"$1,500.00",Trinidad,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2011,Southeast,Las Animas,Salvation Army of Trinidad Unit,"$7,500.00",Trinidad,Program,Human Services,
El Pomar Foundation,2011,Southeast,Las Animas,Branson Schools RE-82,"$3,500.00",Branson,Program,Education,
El Pomar Foundation,2011,Southeast,Las Animas,"Kim Equine Pavillion and Education Center, Inc.","$20,000.00",Kim,Capital,Animal Protection and Welfare,
El Pomar Foundation,2011,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center","$50,000.00",Trinidad,Capital,Health                                                                     ,
El Pomar Foundation,2011,Southeast,Las Animas,"Trinidad State Junior College Educational Foundation, Inc.","$4,000.00",Trinidad,Program,Education,
El Pomar Foundation,2011,Southeast,Las Animas,"Mount Carmel Health, Wellness and Community Center","$75,000.00",Trinidad,Program,Health,
El Pomar Foundation,2011,Southeast,Las Animas,Trinidad State Junior College Educational Foundation,"$25,000.00",Trinidad,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Southeast,Otero,Friends of the Rocky Ford Library,"$10,000.00",Rocky Ford,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southeast,Otero,Town of Fowler,"$10,000.00",Fowler,Capital,"Community, Public Affairs",
El Pomar Foundation,2011,Southeast,Otero,"Tri-County Family Care Center, Inc.","$5,000.00",Rocky Ford,General Operating,Human Services,
El Pomar Foundation,2011,Southeast,Otero,"La Junta Associated Chanties, Inc","$10,000.00",La Junta,Program,Human Services,
El Pomar Foundation,2011,Southeast,Otero,La Junta Jr/Sr High Schools,"$1,500.00",La Junta,General Operating,Education,
El Pomar Foundation,2011,Southeast,Otero,La Junta Primary School,"$8,000.00",La Junta,Other,Education,
El Pomar Foundation,2011,Southeast,Otero,Otero Junior College,"$15,000.00",La Junta,Program,Education,
El Pomar Foundation,2011,Southeast,Otero,Otero Junior College,"$15,000.00",La Junta,Capital,Education,
El Pomar Foundation,2011,Southeast,Otero,Rocky Ford High School District R-2,"$10,000.00",Rocky Ford,Program,Children and Youth Services,
El Pomar Foundation,2011,Southeast,Prowers,Lamar Community College,"$10,000.00",Lamar,Program,Education,
El Pomar Foundation,2011,Southwest,Archuleta,"Folkwest, Inc.","$5,000.00",Pagosa Springs,Event,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,Archuleta,Pagosa Springs Arts Alliance,"$2,500.00",Pagosa Springs,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,Archuleta,Archuleta County Education Center,"$10,000.00",Pagosa Springs,Program,Education,
El Pomar Foundation,2011,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,"$5,000.00",Pagosa Springs,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Southwest,Archuleta,Habitat for Humanity of Archuleta County,"$10,000.00",Pagosa Springs,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Southwest,Archuleta,Community United Methodist Church,"$2,500.00",Pagosa Springs,Program,Human Services,
El Pomar Foundation,2011,Southwest,Archuleta,"Pagosa Crisis Pregnancy Center, Inc.","$1,000.00",Pagosa Springs,Program,Health                                                                     ,
El Pomar Foundation,2011,Southwest,Archuleta,Pope John Paul II Catholic Church,"$2,500.00",Pagosa Springs,Program,Human Services,
El Pomar Foundation,2011,Southwest,Archuleta,St. Patrick Episcopal Church,"$2,500.00",Pagosa Springs,Program,Human Services,
El Pomar Foundation,2011,Southwest,Archuleta,Archuleta County Education Center,"$10,000.00",Pagosa Springs,General Operating,Education,
El Pomar Foundation,2011,Southwest,Archuleta,Power House Ministries,"$1,500.00",Pagosa Springs,Program,Children and Youth Services,
El Pomar Foundation,2011,Southwest,Archuleta,Power House Ministries,"$10,000.00",Pagosa Springs,Program,Children and Youth Services,
El Pomar Foundation,2011,Southwest,Archuleta,Seeds of Learning,"$12,500.00",Pagosa Springs,General Operating,Education,
El Pomar Foundation,2011,Southwest,Dolores,Dolores County Health Association,"$5,000.00",Dove Creek,Program,Health                                                                     ,
El Pomar Foundation,2011,Southwest,Dolores,Dolores County Senior Services,"$5,000.00",Cahone,Program,Human Services,
El Pomar Foundation,2011,Southwest,Dolores,Dolores County Foundation,"$15,000.00",Dove Creek,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Southwest,Dolores,Dolores County High School,"$1,500.00",Dolores,Program,Education,
El Pomar Foundation,2011,Southwest,Dolores,Dove's Nest,"$10,000.00",Dove Creek,General Operating,,
El Pomar Foundation,2011,Southwest,La Plata,Durango Art Museum,"$10,000.00",Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,Music in the Mountains,"$2,500.00",Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,San Juan Symphony,"$2,500.00",Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,Boys and Girls Club of La Plata County,"$10,000.00",Durango,General Operating,Children and Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Durango Railroad Historical Society,"$2,500.00",Durango,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,Southern Ute Community Cultural Center,"$5,000.00",Ignacio,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southwest,La Plata,Southwest Colorado Mental Health Center,"$15,000.00",Durango,Program,Health                                                                     ,
El Pomar Foundation,2011,Southwest,La Plata,Durango Adult Education Center,"$20,000.00",Durango,General Operating,Education,
El Pomar Foundation,2011,Southwest,La Plata,Housing Solutions for the Southwest,"$10,000.00",Durango,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2011,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$10,000.00",Durango,Program,Human Services,
El Pomar Foundation,2011,Southwest,La Plata,United Way of Southwest Colorado,"$18,500.00",Durango,Program,Human Services,
El Pomar Foundation,2011,Southwest,La Plata,"Volunteers of America, Inc.","$10,000.00",Durango,Program,"Housing, Homeless shelters",
El Pomar Foundation,2011,Southwest,La Plata,"Great Southwest Council, Mesa Verde District, Boy Scouts of America","$5,000.00",Durango,Student Aid/Scholarship,Children and Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Southern Ute Indian Tribe,"$10,000.00",Ignacio,Program,Children and Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Adult Learning Center,"$10,000.00",Bayfield,General Operating,Education,
El Pomar Foundation,2011,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$10,000.00",Durango,General Operating,Children & Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Boys and Girls Club of La Plata County,"$11,000.00",Durango,General Operating,Children & Youth Services,
El Pomar Foundation,2011,Southwest,La Plata,Community Foundation of Southwest Colorado,"$1,500.00",Durango,Program,"Community, Public Affairs",
El Pomar Foundation,2011,Southwest,La Plata,Durango Adult Education Center,"$10,000.00",Durango,General Operating,Education,
El Pomar Foundation,2011,Southwest,La Plata,Durango Adult Education Center,"$15,000.00",Durango,General Operating,Education,
El Pomar Foundation,2011,Southwest,La Plata,Durango Arts Center,"$10,000.00",Durango,Event,"Arts, Culture & Humanities",
El Pomar Foundation,2011,Southwest,La Plata,Durango District 9-R,"$15,000.00",Durango,Other,Education,
El Pomar Foundation,2011,Southwest,La Plata,Durango Film Institute,"$1,500.00",Durango,General Operating,"Arts, Culture & Humanities",
El Pomar Foundation,2011,Southwest,La Plata,Fort Lewis College Foundation,"$15,000.00",Durango,Program,"Arts, Culture & Humanities",
El Pomar Foundation,2011,Southwest,La Plata,Fort Lewis College Foundation,"$2,500.00",Durango,Event,"Arts, Culture & Humanities",
El Pomar Foundation,2011,Southwest,La Plata,San Juan Board of Cooperative Educational Services,"$10,000.00",Durango,Program,Education,
El Pomar Foundation,2011,Southwest,La Plata,"Violence Prevention Coalition of Southwest Colorado, Inc.","$1,500.00",Durango,Program,"Domestic Violence Shelters, Services",
